,id,created_at,user,text,language,lat,lng,user location,user utc offset,user time zone,,lemmas
,'398760197386022912',1383878014.0,daffylism,"Mabuti pa ang pagdating ni YOLANDA pinagkaabalahan paghandaan, Ang pagdating ni NAPOLES, walang naikasa sa kaso hindi nakapuntos, dehado!",tl,9.1250416,124.6741533,Camiguin Island Philippines,-32400.0,Alaska,,"['mabuti', 'ang', 'pagdat', 'yolanda', 'pinagkaabalahan', 'paghandaan', 'ang', 'pagdat', 'napoles', 'walang', 'naikasa', 'kaso', 'hindi', 'nakapuntos', 'dehado']"
,'398761328317194241',1383878283.0,karlanobleza,"""@BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles."" Yun naman pala eh go lang ng go",tl,14.437798,120.97718219999999,Somewhere in Neverland,28800.0,Hong Kong,,"['wag', 'kayong', 'mag', 'alala', 'isasama', 'napole', 'yun', 'naman', 'pala', 'lang']"
,'398761332347924481',1383878284.0,TheTonie_Khaela,I hate you more than i hate napoles.,en,9.98490373,122.81774232,Philippines,-39600.0,Midway Island,,"['hate', 'hate', 'napole']"
,'398761620823760896',1383878353.0,JiiinSanity,@BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles.,tl,14.43465058,120.95955713,Philippines,28800.0,Beijing,,"['wag', 'kayong', 'mag', 'alala', 'isasama', 'napole']"
,'398761989184299008',1383878441.0,AiratotPayatot,Kapatid ng magnanakaw ang sinungaling. Kaya wag na kayo magtaka kung hindi aamin si Napoles.,tl,14.39136,120.8769,"Mitaka City, Tokyo, Japan",-28800.0,Pacific Time (US & Canada),,"['kapatid', 'magnanakaw', 'ang', 'sinungaling', 'kaya', 'wag', 'kayo', 'magtaka', 'kung', 'hindi', 'aamin', 'napoles']"
,'398762043894800384',1383878454.0,coffee0818,#YolandaPH pakibitbit si #Napoles ! Madali ka!,tl,14.61613215,121.07634615,Manila,32400.0,Seoul,,"['yolandaph', 'pakibitbit', 'napoles', 'madali']"
,'398762169098969088',1383878484.0,rachel_shines,"Yolanda, inaalay po namin si Napoles. Umalis ka na teh.",tl,14.69045442,121.04493648,QC,-28800.0,Pacific Time (US & Canada),,"['yolanda', 'inaalay', 'namin', 'napoles', 'umalis', 'teh']"
,'398762200463974401',1383878491.0,Chelleismeyyy,"""@laslasnafriend: Smile smile din pag may crime. #Napoles http://t.co/l9c83S2Rw2"" Pakyu Napoles!",tl,14.5903323,121.0234999,,-28800.0,Pacific Time (US & Canada),,"['smile', 'smile', 'din', 'pag', 'crime', 'napole', 'pakyu', 'napoles']"
,'398762325697503232',1383878521.0,coffee0818,#YolandaPH Lumayas kana Please . Alam naming si #napoles ang hanap mo. Bitbitin mo na. Walang pipigil sayo.,tl,14.616153599999999,121.07633975,Manila,32400.0,Seoul,,"['yolandaph', 'lumayas', 'kana', 'alam', 'name', 'napole', 'ang', 'hanap', 'bitbitin', 'walang', 'pipigil', 'sayo']"
,'398762330177015809',1383878522.0,nikkiyyaaa,"""@nadinete: @BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles. Bv hahahaha""",tl,7.0856803,125.6098816,Philippines,-28800.0,Pacific Time (US & Canada),,"['wag', 'kayong', 'mag', 'alala', 'isasama', 'napole', 'hahahaha']"
,'398762614936702977',1383878590.0,jrreguyal21,Mrs. Yolanda Napoles \m/,id,14.427582800000001,120.9959784,"Manila, Philippines",-25200.0,Arizona,,"['mrs.', 'yolanda', 'napoles', '\\m/']"
,'398762984383578112',1383878678.0,maanrosas,Yolanda vs Napoles #dikoalam,id,14.62242724,120.98193375,Philippines,,,,"['yolanda', 'napoles', 'dikoalam']"
,'398763346935021568',1383878765.0,Flawless1127,Yolanda ano bang gusto mo?? Gue libre na si Napoles ... She's all yours xD,tl,15.732529999999999,120.5652,tarlac,28800.0,Singapore,,"['yolanda', 'ano', 'bang', 'gusto', 'gue', 'libre', 'napoles']"
,'398763748279603200',1383878860.0,_itzbmnlg,alam niyo kung bakit binabagyo Pilipinas ngayon? Napoles.,tl,14.4375615,120.98207759999998,Las Pias City,28800.0,Hong Kong,,"['alam', 'niyo', 'kung', 'bakit', 'binabagyo', 'pilipinas', 'ngayon', 'napole']"
,'398764365144260608',1383879007.0,Missa_Ford,"""@RescuePH: RT @BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles.""",tl,14.6877079,120.99032290000001,Instagram : @Missa_Ford,-28800.0,Pacific Time (US & Canada),,"['wag', 'kayong', 'mag', 'alala', 'isasama', 'napole']"
,'398764376477278208',1383879010.0,craicapussycat,@CALUMATIS tangina sino nagsabing panget ka pakokotongan ko kay napoles,tl,14.5773492,121.0316555,Rakker   selosa,-18000.0,Eastern Time (US & Canada),,"['tangina', 'sino', 'nagsabing', 'panget', 'pakokotongan', 'kay', 'napole']"
,'398764788521529344',1383879108.0,chicsersanity,@EJersen wag . Si yolanda lang ang aalis . Respect napoles :),tl,14.3281356,120.9620791,6/6,28800.0,Hong Kong,,"['wag', 'yolanda', 'lang', 'ang', 'aalis', 'respect', 'napole']"
,'398765214511816704',1383879210.0,Flawless1127,Napoles sinusundo kana Ni #Yolanda,id,15.732529999999999,120.5652,tarlac,28800.0,Singapore,,"['napoles', 'sinusundo', 'kana', 'yolanda']"
,'398765280681156608',1383879226.0,uhlayssamae,Ang kagandahan mo parang si NAPOLES...............Hindi ko alam,tl,14.596191399999999,121.09557269999999,edsn-flmng,-28800.0,Pacific Time (US & Canada),,"['ang', 'kagandahan', 'parang', 'napoles', 'hindi', 'alam']"
,'398767028682502144',1383879643.0,NEViebabes,"Yolanda, pakitangay na rin si Napoles papuntang China!",tl,16.3826316,120.59115609999999,Philippines,28800.0,Beijing,,"['yolanda', 'pakitangay', 'rin', 'napoles', 'papuntang', 'china']"
,'398769104963645441',1383880138.0,vincentasis,Gusto ko yung Napoles-zoned... haha,tl,14.849565,120.29142920000001,Pearl of the Orient Seas,28800.0,Hong Kong,,"['gusto', 'yung', 'napoles', 'zoned', 'haha']"
,'398769569105321985',1383880248.0,PantojaJames,Guys sabi ni yolanda kailangan daw ng alay na Baboy bago sya umalis!! Ialay si Napoles!!!!!!!!!!!,tl,13.920144800000001,120.7037165,Philippines,-25200.0,Arizona,,"['guy', 'sabi', 'yolanda', 'kailangan', 'daw', 'alay', 'baboy', 'bago', 'sya', 'umalis', 'ialay', 'napoles']"
,'398769695073255424',1383880278.0,jugule28,Pero si Napoles talaga ang malupet. Hahaha hindi daw alam e sya ang nagutos.  MAY KILALA AKONG GANUN XD HAHAHAHA.,tl,46.19560323,6.14271211,"Geneve, Switzerland",-28800.0,Pacific Time (US & Canada),,"['pero', 'napoles', 'talaga', 'ang', 'malupet', 'hahaha', 'hindi', 'daw', 'alam', 'sya', 'ang', 'nagutos', 'kilala', 'akong', 'ganun', 'hahahaha']"
,'398770821788729344',1383880547.0,sioPAUpao,@VitugKersh @savinggrace_09 kamaganak tya galang i Napoles? ahah,tl,14.94929236,120.59552603,Pampanga,-28800.0,Pacific Time (US & Canada),,"['kamaganak', 'tya', 'galang', 'napoles', 'ahah']"
,'398770926067519488',1383880572.0,HllryBrnsl,"Hindi ka si Napoles. Kaya pag tinanong kita, di ko tatanggapin ang sagot mong, "" Hindi ko alam.""",tl,14.55875584,120.99884805,Republic of the Philippines ,-25200.0,Mountain Time (US & Canada),,"['hindi', 'napoles', 'kaya', 'pag', 'tinanong', 'kita', 'tatanggapin', 'ang', 'sagot', 'mong', 'hindi', 'alam']"
,'398771397196906496',1383880684.0,dodong_ger,"@HecklerForever: in case you missed: (u have to scroll down) Updated! ""GRILLED PORK"" (Janet Napoles's Senate shocker) http://t.co/duDRML0cPL",en,14.604076199999998,121.0501233,Philippines,28800.0,Singapore,,"['case', 'miss', 'scroll', 'update', 'grilled', 'pork', 'janet', 'napoles', 'senate', 'shocker']"
,'398771760314605568',1383880771.0,linethbascon,"Famous Lines ni Napoles..                     *Hindi ko po alam :""&gt; *Nakalimutan ko po :""&gt; *I Invoke My Right Against Self-Incrimination :""&gt;",tl,14.18406,122.39345,Philippines,-28800.0,Pacific Time (US & Canada),,"['famous', 'lines', 'napoles', '                    ', 'hindi', 'alam', 'nakalimutan', 'invoke', 'right', 'self', 'incrimination']"
,'398772326231052288',1383880906.0,EljeiPortin,@ApleCudia napoles? Hahahahaha,tl,15.1429103,120.5957522,"Pampanga, Philippines",28800.0,Beijing,,"['napole', 'hahahahaha']"
,'398772527981268992',1383880954.0,PantojaJames,Yolanda tumatanggap ka ba ng panget? Iyo na si Napoles!,tl,13.918590900000002,120.70272659999998,Philippines,-25200.0,Arizona,,"['yolanda', 'tumatanggap', 'panget', 'iyo', 'napoles']"
,'398772642619981824',1383880981.0,airamnimsahj,Kung lumalaki lng ang ilong ng isang tao kapag nagsisinungaling malamang malaki pa sa pakwan yung kay Napoles. XD,tl,14.0699098,121.32080729999998,"Laguna, Philippines",28800.0,Beijing,,"['kung', 'lumalaki', 'lng', 'ang', 'ilong', 'isang', 'tao', 'kapag', 'nagsisinungaling', 'malamang', 'malaki', 'pakwan', 'yung', 'kay', 'napoles']"
,'398774394908315648',1383881399.0,jugule28,Si Napoles hindi daw nya alam e sya mismo ang gumawa. Tawa tayo! :)MAY KILALA AKONG GANUN.,tl,46.19563851,6.14265612,"Geneve, Switzerland",-28800.0,Pacific Time (US & Canada),,"['napoles', 'hindi', 'daw', 'nya', 'alam', 'sya', 'mismo', 'ang', 'gumawa', 'tawa', 'tayo', 'kilala', 'akong', 'ganun']"
,'398775357748174849',1383881628.0,nickolederamos,Napoles sumama ka na kay Yolanda,tl,14.27834782,121.40910148,Laguna  ,-32400.0,Alaska,,"['napoles', 'sumama', 'kay', 'yolanda']"
,'398775536190627841',1383881671.0,Gaiiily,"""@UnliTeenQuotes: Mahal mo ba ako?May pag-asa ba ako?So tayo na ba? Napoles : ""Di ko po alam""#NAPOLESZONED""",tl,14.4589202,120.97582309999999,Wonderland,28800.0,Beijing,,"['mahal', 'ako?may', 'pag', 'asa', 'ako?so', 'tayo', 'napole', 'alam""#napoleszoned']"
,'398775925166194689',1383881764.0,sseyisthename,LOL NAPOLES http://t.co/FL9Wr1Iw0Z,tl,15.4086081,120.598596,"Tarlac, Philippines",7200.0,Athens,,"['lol', 'napoles']"
,'398776861330661376',1383881987.0,engraldrin,BASHA vs NAPOLES [pic]  https://t.co/SZVFPmI9MG,en,14.55073,121.02108,"Makati, Philippines",28800.0,Singapore,,"['basha', 'napoles', 'pic']"
,'398777229011722240',1383882074.0,iAmALLAN03,Sarado na daw ang Empire dahil kay Napoles? haha Lipat na kayo sa AIMGlobal! :))),tl,14.66483107,121.03828419999999,"New York, NY",28800.0,Hong Kong,,"['sarado', 'daw', 'ang', 'empire', 'dahil', 'kay', 'napoles', 'haha', 'lipat', 'kayo', 'aimglobal']"
,'398777328664186881',1383882098.0,Joy_Alberto,"Come on, no amount cajoling from Senate would make Napoles say anything of worth. She didn't get THAT rich by being stupid. Tuso yan!",en,14.57794479,121.08489021,Pasig,28800.0,Hong Kong,,"['come', 'cajole', 'senate', 'napoles', 'worth', 'not', 'rich', 'stupid', 'tuso', 'yan']"
,'398777506892763136',1383882141.0,jeanoropesa,Tuwang tuwa na naman si Napoles. Natabunan na ng Bagyo yung issue sakanya!,tl,14.609770000000001,121.10475,,-25200.0,Arizona,,"['tuwang', 'tuwa', 'naman', 'napoles', 'natabunan', 'bagyo', 'yung', 'issue', 'sakanya']"
,'398777672441929728',1383882180.0,JBalmonte13,@beayuutifulsoul ou nga eh. Madudulas na si napoles. Haha,tl,9.76201454,118.75005319,Philippines,-32400.0,Alaska,,"['nga', 'madudula', 'napole', 'haha']"
,'398777894219960320',1383882233.0,imjeromereyes,Sana lahat tayo katulad ni #Napoles ...Bigla na lang yayaman ng HINDI NATINALAM. #WTF,tl,14.84132148,120.86643899999999,||shenanigan stereotype||,28800.0,Kuala Lumpur,,"['sana', 'lahat', 'tayo', 'katulad', 'napoles', 'bigla', 'lang', 'yayaman', 'hindi', 'natinalam', 'wtf']"
,'398778013560475648',1383882262.0,absolutelyseth,Dahil daw kay Napoles kaya may bagyo? Hahaha,tl,14.70966889,121.06126259,Bronx NYC. Boogie Down Mnl PH.,28800.0,Kuala Lumpur,,"['dahil', 'daw', 'kay', 'napoles', 'kaya', 'bagyo', 'hahaha']"
,'398778223636393984',1383882312.0,Kitsune003,Kahapon Napoles. Ngayon Yolanda.,tl,14.610259099999999,121.08807639999999,"Pasig, Philippines",28800.0,Beijing,,"['kahapon', 'napoles', 'ngayon', 'yolanda']"
,'398778273976442882',1383882324.0,gracia_gracia,@BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles. promise yan ah!,tl,14.59739951,121.02108385,,28800.0,Singapore,,"['wag', 'kayong', 'mag', 'alala', 'isasama', 'napole', 'promise', 'yan']"
,'398779308312772608',1383882570.0,xtinejoiceortiz,Na Napoles ka na ba ?!,tl,15.3156121,120.8642845, 2  &  ,-32400.0,Alaska,,['napoles']
,'398779510268497920',1383882618.0,gracia_gracia,@butterbaby uy ang funny nung napoles zone ni cher lou! ,tl,14.59683928,121.02108571,,28800.0,Singapore,,"['ang', 'funny', 'nung', 'napole', 'zone', 'cher', 'lou']"
,'398780531925475330',1383882862.0,aybheeeng,Bakit hindi na lang si Napoles ang tangayin ng hangin? Pffffft. #sorrynotsorry,tl,14.5499255,120.9980521,Philippines,28800.0,Singapore,,"['bakit', 'hindi', 'lang', 'napoles', 'ang', 'tangayin', 'hangin', 'pffffft', 'sorrynotsorry']"
,'398781003566571520',1383882974.0,cjtena,@BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles.,tl,13.59448376,123.17894907,"Naga City, Philippines",-28800.0,Pacific Time (US & Canada),,"['wag', 'kayong', 'mag', 'alala', 'isasama', 'napole']"
,'398781856897695744',1383883178.0,Amazingreenabey,Pangarap kong maging mayaman katulad mo pero di ko pangarap gawin kung pano mo nakuha yung mga yaman mo :D #Napoles,tl,14.3391605,121.0870864,bian laguna,,,,"['pangarap', 'kong', 'mag', 'mayaman', 'katulad', 'pero', 'pangarap', 'gawin', 'kung', 'pano', 'nakuha', 'yung', 'mga', 'yaman', 'napoles']"
,'398782005015359488',1383883213.0,_ramedz,@KarishaWong lel. Nag-napoles bigla amp,tl,14.6199666,121.1141539,Philippines,28800.0,Singapore,,"['lel', 'nag', 'napole', 'bigla', 'amp']"
,'398782053820276736',1383883225.0,Prslyn,Napagtripan ko si Fredjun. HAHAHHAA. Napoles-Zoned,tl,14.82889244,120.81775173,Camp Half Blood,-25200.0,Arizona,,"['napagtripan', 'fredjun', 'hahahhaa', 'napoles', 'zoned']"
,'398782110149791745',1383883238.0,rodelyntsuix,"Ready Sing! Wag mo ng itanong sa akin, hindi ko rin naman sasabihin. -Napoles",tl,34.02093,-118.210755,shin  lg.v2,28800.0,Singapore,,"['ready', 'sing', 'wag', 'itanong', 'akin', 'hindi', 'rin', 'naman', 'sasabihin', '-napole']"
,'398782571632283648',1383883348.0,CheeckyTricia,I invoke my right - Napoles,en,15.756035199999998,121.5541093,BLR,-32400.0,Alaska,,"['invoke', 'right', 'napoles']"
,'398782869096501249',1383883419.0,shairamaeee,"@rerereyselle napoles to, promise! Hahahahahaha",tl,7.4599787,125.81943909999998,Philippines,-32400.0,Alaska,,"['napole', 'promise', 'hahahahahaha']"
,'398783120914128896',1383883479.0,CheeckyTricia,"""@jokesatibapa: Bagyo: Yolanda Napoles :Yoliar Flirt: Yolandi""",id,15.756035199999998,121.5541093,BLR,-32400.0,Alaska,,"['bagyo', 'yolanda', 'napoles', 'yoliar', 'flirt', 'yolandi']"
,'398783628231974912',1383883600.0,edward_jr_noda,Pag napapag-uusapan yang pork barrel na yan natatawa na lang ako. Hahahaha! #YMMemories,tl,14.60414244,120.96408924,"Manila, Philippines",-28800.0,Pacific Time (US & Canada),,"['pag', 'napapag', 'uusapan', 'yang', 'pork', 'barrel', 'yan', 'natatawa', 'lang', 'ako', 'hahahaha', 'ymmemorie']"
,'398783772125954050',1383883634.0,TsinELIAS,Grabe ang lakas ng hangin. Sana naman liparin na si napoles.,tl,14.38707155,120.98914586,Molino Bacoor Cavite,28800.0,Perth,,"['grabe', 'ang', 'lakas', 'hangin', 'sana', 'naman', 'liparin', 'napole']"
,'398784729433911296',1383883863.0,itsbiellaa,@HaiyanYolanda: Si napoles lang sinadya ko dito.,tl,14.73908624,120.98774433,Earth ,-32400.0,Alaska,,"['napole', 'lang', 'sinadya', 'dito']"
,'398785265159794689',1383883990.0,TsinELIAS,"Tongue enuh, napansin ko lang, walang balita sa TV patrol knina abt kay napoles.",tl,14.38710197,120.98919215,Molino Bacoor Cavite,28800.0,Perth,,"['tongue', 'enuh', 'napansin', 'lang', 'walang', 'balita', 'patrol', 'knina', 'abt', 'kay', 'napole']"
,'398787319580196864',1383884480.0,lolly_pat18,Pg my nag tanung kung sang bndaAng lucban. Wag nyo replayan c yolanda yn. Yung kai napoles ang ituru nyo para makabawi tayo. Hahahahaha,tl,14.1167693,121.5525447,,10800.0,Baghdad,,"['nag', 'tanung', 'kung', 'sing', 'bndaang', 'lucban', 'wag', 'nyo', 'replayan', 'yolanda', 'yung', 'kai', 'napole', 'ang', 'ituru', 'nyo', 'para', 'makabawi', 'tayo', 'hahahahaha']"
,'398787692252516352',1383884569.0,justmeDennis,Ms Supranational 2013- PhilippinesMs world 2013 - Philippines PorkBarrel queen 2013- Philippines   https://t.co/igBJlYQr1D,en,14.53004,121.04952,In your dreams  FORTBONIFACIO,-39600.0,International Date Line West,,"['supranational', '2013-', 'philippinesms', 'world', 'philippines', 'porkbarrel', 'queen', '2013-', 'philippine']"
,'398788965659971587',1383884873.0,EllMalibiran,isinusuko na namin si #Napoles alis kana #Yolanda pls!!! XD,tl,14.471582699999999,121.192408,Philippines :),,,,"['isinusuko', 'namin', 'napoles', 'ali', 'kana', 'yolanda', 'pls']"
,'398789036032004096',1383884889.0,BabyGirLMo21,"""@News5E: Napoles: ""Hindi po ako mayaman. Tama lang po sa buhay."" WATCH: http://t.co/w3bq3WHaaP #PorkProbe @TV5manila http://t.co/BCfeSaQx0x",tl,14.6848945,120.9692294,Valenzuela City,-36000.0,Hawaii,,"['napole', 'hindi', 'ako', 'mayaman', 'tama', 'lang', 'buhay', 'watch', 'porkprobe']"
,'398790036768161792',1383885128.0,reimyrose,Watching Napoles' hearing! Grrrr it makrs me want to grill her!!!!!,en,59.9078374,10.602185,"Oslo, Norway",,,,"['watch', 'napoles', 'hearing', 'grrrr', 'makr', 'want', 'grill']"
,'398790137481420801',1383885152.0,johndaveGO,"Napanood ko nga pala yung kay Napoles kahapon. Puro sya ""I invoke my right to self incrimination"" -.- anu kaya yun",tl,14.81986719,120.89630128,,-28800.0,Pacific Time (US & Canada),,"['napanood', 'nga', 'pala', 'yung', 'kay', 'napoles', 'kahapon', 'puro', 'sya', 'invoke', 'right', 'self', 'incrimination', 'anu', 'kaya', 'yun']"
,'398790668241223680',1383885279.0,ayemPong,gumagamit ka siguro ng napoles cream noh?! tang-ina! ang kapal ng mukha mo eh!,tl,14.65418987,121.00047079999999,"Quezon City, Philippines",28800.0,Beijing,,"['gumagamit', 'siguro', 'napole', 'cream', 'noh', 'tang', 'ina', 'ang', 'kapal', 'mukha']"
,'398791031174340610',1383885365.0,supchaad,Si Napoles lang sinadya ko dito -Bagyong Yolanda ,tl,14.61272212,121.00023264,,-18000.0,Eastern Time (US & Canada),,"['napoles', 'lang', 'sinadya', 'dito', '-bagyong', 'yolanda']"
