,user location,language,text,lng,user utc offset,lat,user,,id,created_at,lemmas,user time zone
,,tl,"Trending yung bagyo. Bakit? :DAnyway, ingat kayo lalo na sa mbababang lugar, Godbless us!",120.9940885,Manila,14.5987122,kissesAj,,'398100733716725760',1383720785.0,"['trend', 'yung', 'bagyo', 'bakit', 'danyway', 'ingat', 'kayo', 'lalo', 'mbababang', 'lugar', 'godbless']",
,28800.0,tr,Ohhh Yolanda,121.01883914,Manila ,14.60224868,ELIIMAI,,'398100876176277504',1383720819.0,"['ohhh', 'yolanda']",Beijing
,28800.0,tl,Literal na may pa parating na Yolanda Marquez!,121.03058999999999,Sky ,14.47967,jbpad,,'398100915984420865',1383720829.0,"['literal', 'parat', 'yolanda', 'marquez']",Beijing
,32400.0,tl,Dinedeklara ko in the name of Jesus Christ hindi tatama ang bagyo sa dito. @ The Reyes' http://t.co/aYHhlNXsXZ,120.88553237,Philippines,14.46950607,playful_kiss19,,'398100955637768192',1383720838.0,"['dinedeklara', 'jesus', 'christ', 'hindi', 'tatama', 'ang', 'bagyo', 'dito', 'reyes', 'http://t.co/ayhhlnxsxz']",Seoul
,,es,Yolanda q sobaaa de tia eresss,-5.934845,"La Motilla, SEVILLA BONITA",37.28522125,carmeli72,,'398101273637298176',1383720914.0,"['yolanda', 'sobaaa', 'tia', 'eresss']",
,-32400.0,tl,"@Tagalog_Quotes: Panginoon, mas kailangan po namin ang Iyong patnubay at gabay sa mga panahong ganito.  #YolandaPH",120.93712746,,15.31646376,lovelynica13,,'398101340863229953',1383720930.0,"['panginoon', 'mas', 'kailangan', 'namin', 'ang', 'iyong', 'patnubay', 'gabay', 'mga', 'panahong', 'ganito', 'yolandaph']",Alaska
,-32400.0,es,Otw to Philippines. -Yolanda,121.04794890000001,"Pagsanjan,Laguna!",14.4725769,imMishelpasahol,,'398101595377790976',1383720991.0,"['otw', 'philippines', '-yolanda']",Alaska
,28800.0,en,Did it just start raining all of a suddenNo typhoon NO,120.9374393,,14.418795300000001,KrizzeehKrisel,,'398101648020500480',1383721003.0,"['start', 'rain', 'suddenno', 'typhoon']",Beijing
,,en,"Early Goodnight! Praying Yolanda will spare the Phils  from another calamity. Father God, magpaPasko na po, please keep our kababayans safe.",120.9817479,,14.44223066,yelobutrfly,,'398101714059792384',1383721019.0,"['early', 'goodnight', 'pray', 'yolanda', 'spare', 'phils', 'calamity', 'father', 'god', 'magpapasko', 'kababayan', 'safe']",
,-32400.0,en,I am scared of this #Supertyphoon #YolandaPH coz the last time i experienced so much rain was very traumatic,121.00489471,Makati,14.55660083,jamesabelc,,'398101937872060416',1383721073.0,"['scared', 'supertyphoon', 'yolandaph', 'coz', 'time', 'experience', 'rain', 'traumatic']",Alaska
,-28800.0,en,"I remember when the rainy season in the Philippines ranges from June-Sept only. Its Nov, and an upcoming super typhoon? ",121.04662059,,14.57884368,reddygetsetgo,,'398101995774427139',1383721086.0,"['remember', 'rainy', 'season', 'philippines', 'range', 'june', 'sept', 'nov', 'upcoming', 'super', 'typhoon']",Pacific Time (US & Canada)
,28800.0,tl,@cheeelpineda: Grbi nmn lakas ata ng bagyo na yon. Pray pray ,120.59045903,Philippines,15.17699598,leslieeannee,,'398102003135426560',1383721088.0,"['grbi', 'nmn', 'lakas', 'ata', 'bagyo', 'yon', 'pray', 'pray']",Beijing
,0.0,tl,"Pasaway c mama, habang lumalakaz daw Ang bagyo sbi sa balita ito nmn c mama mas lalong ayaw papigil... Hmn... Ingat nlng and gudnyt",121.0658565,makati city,14.54092784,honzel_007,,'398102021372256256',1383721092.0,"['pasaway', 'mama', 'habang', 'lumalakaz', 'daw', 'ang', 'bagyo', 'sbi', 'balita', 'ito', 'nmn', 'mama', 'lalong', 'ayaw', 'papigil', 'hmn', 'ingat', 'nlng', 'gudnyt']",London
,28800.0,tl,"""@nababaha: Papasok na siya! #YolandaPH http://t.co/0v2hZuOa0s"" Stay safe, everyone! #PrayforPHL",121.05065,Philippines,14.631829999999999,JustJe55ica,,'398102131208515584',1383721119.0,"['papasok', 'siya', 'yolandaph', 'http://t.co/0v2hzuoa0s', 'stay', 'safe', 'prayforphl']",Singapore
,,tl,I like the name Haiyan !!!May name na ko na ganahan for girls .,125.79431167,Tagum City,7.42269333,une_caii,,'398102149625683968',1383721123.0,"['like', 'haiyan', 'ganahan', 'girl']",
,-32400.0,tl,Dadaan ba si Yolanda sa Iligan? Mehehe,124.249609,PILIPINAS,8.23218196,shahirabrose,,'398102227585228800',1383721142.0,"['dadaan', 'yolanda', 'iligan', 'mehehe']",Alaska
,-28800.0,en,Sad and tired and stressed and.... sad plus Yolanda bitch,121.92343884,dancing with miley,11.96543936,emzeyxx,,'398102268299325440',1383721151.0,"['sad', 'tired', 'stressed', 'sad', 'plus', 'yolanda', 'bitch']",Pacific Time (US & Canada)
,-25200.0,tl,Hy yolanda? Pag uli bi to sa inyo!,122.54483085,"Paris, France",10.73793847,jasminetweeeets,,'398102299454627841',1383721159.0,"['yolanda', 'pag', 'uli', 'inyo']",Arizona
,-25200.0,tl,"Boy: Grabe! Tnuod jod tong signal #4 nga bagyo?Girl: Tnuod cguro, mao may gisulti sa ""PHILVOCS""Hahahahahahahahahaha ka amaw",123.8803521,"Cebu City, Philippines ",10.3071741,berrywoah,,'398102364147560448',1383721174.0,"['boy', 'grabe', 'tnuod', 'jod', 'tong', 'signal', 'nga', 'bagyo?girl', 'tnuod', 'cguro', 'mao', 'gisulti', 'philvocs""hahahahahahahahahaha', 'amaw']",Arizona
,,id,Tengah malem belajar geografi deh. Biar tau ttg peristiwa typhoon dan antisipasinya.,123.8952,,10.34093,inbene,,'398102382120144898',1383721178.0,"['tengah', 'malem', 'belajar', 'geografi', 'deh', 'biar', 'tau', 'ttg', 'peristiwa', 'typhoon', 'dan', 'antisipasinya']",
,-28800.0,tl,Super typhoon,121.1046277,"Cainta, Rizal Manila Phils.",14.608708499999999,VIVIgteyy,,'398102383894355968',1383721179.0,"['super', 'typhoon']",Pacific Time (US & Canada)
,28800.0,en,Any signs of super typhoon yet?,123.9941898,Queen City of the South,10.297469900000001,rocheeeeelle,,'398102386427719680',1383721179.0,"['sign', 'super', 'typhoon']",Beijing
,-28800.0,en,http://t.co/bP5BPEFlas (with Yolanda) [pic]  https://t.co/zuhXGBEWCu,115.21883000000001,Bali - Bandung,-8.80073,heldums,,'398102434486034432',1383721191.0,"['http://t.co/bp5bpeflas', 'yolanda', 'pic', 'https://t.co/zuhxgbewcu']",Pacific Time (US & Canada)
,-32400.0,en,will bring a salbabida tomorrow. not now Yolanda.. kalma ur dede,121.02190559999998,Philippines,14.65996045,karloaqui,,'398102507588571136',1383721208.0,"['bring', 'salbabida', 'tomorrow', 'yolanda', 'kalma', 'dede']",Alaska
,28800.0,en,"So when's the super typhoon coming? Guys, answer me pls. :(",120.98910057,"Espaa, Manila",14.60619877,tanjeriine,,'398102685229936641',1383721251.0,"['super', 'typhoon', 'come', 'guy', 'answer', 'pls']",Beijing
,3600.0,es,"Yolanda , el examen es el Lunes , eso se estudia Domingo",-1.20433,Alcantarilla-Mazarrn,37.97323,MariaQueteden,,'398102701940424704',1383721255.0,"['yolanda', 'examen', 'lunes', 'eso', 'estudia', 'domingo']",Amsterdam
,,tl,Pero watch muna ako ng bandila for update sa Yolanda !,125.79439657,Tagum City,7.42274357,une_caii,,'398102778435735553',1383721273.0,"['pero', 'watch', 'muna', 'ako', 'bandila', 'update', 'yolanda']",
,-28800.0,tl,"Ay de puta ka Yolanda pupunta kapa ng Pilipinas, ugh :(",121.07434350000001,Qiusi x SPL,14.6216688,veylflorendo,,'398102947629768704',1383721313.0,"['puta', 'yolanda', 'pupunta', 'kapa', 'pilipinas', 'ugh']",Pacific Time (US & Canada)
,-28800.0,id,Scary ka Yolanda!,123.19380887,,13.62112118,chinnitsss,,'398102962880262144',1383721317.0,"['scary', 'yolanda']",Pacific Time (US & Canada)
,32400.0,tl,ang scary naman nitong super typhoon na to,120.9983313,Manila,14.5782417,Pattehtic,,'398102984099258369',1383721322.0,"['ang', 'scary', 'naman', 'nitong', 'super', 'typhoon']",Seoul
,,tl,Delubyo daw ang typhoon :( waaaa nakakatakot..,121.0470935,jef's ,14.34327491,charisgeorgette,,'398103002306719745',1383721326.0,"['delubyo', 'daw', 'ang', 'typhoon', 'waaaa', 'nakakatakot']",
,28800.0,tl,Sana di malala magiging itsura ng visayas after nung bagyo.,121.01456, Professional D R E  M E R ,14.5725,kimkimyy_,,'398103010305249280',1383721328.0,"['sana', 'malala', 'magig', 'itsura', 'visayas', 'nung', 'bagyo']",Beijing
,-25200.0,tl,Lord gabayan niyo po yung mga tatamaan ni yolanda.,121.0102887,,14.6199826,arthcravenreyes,,'398103044690157569',1383721336.0,"['lord', 'gabayan', 'niyo', 'yung', 'mga', 'tatamaan', 'yolanda']",Arizona
,-32400.0,en,Good night! Hugs to all! I pray for everyone's safety as this typhoon enters the country.,121.01059,"Las Pias, PHILIPPINES",14.499410000000001,Mikuru_Hirai,,'398103071588237312',1383721343.0,"['good', 'night', 'hug', 'pray', 'safety', 'typhoon', 'enter', 'country']",Alaska
,-28800.0,tl,My God! Delubyo na talaga ang tawag ng PAG-ASA kay Yolanda! :((,124.62327379999999,"Ormoc City, Philippines",10.9894785,28dessa,,'398103116177874946',1383721353.0,"['god', 'delubyo', 'talaga', 'ang', 'tawag', 'pag', 'asa', 'kay', 'yolanda']",Pacific Time (US & Canada)
,28800.0,tl,Delubyo na daa si Typhoon Yolanda. Scary shit,123.74193866,Philippines,13.12103502,LanzHenry,,'398103147664519168',1383721361.0,"['delubyo', 'daa', 'typhoon', 'yolanda', 'scary', 'shit']",Hong Kong
,,en,Here comes tuphoon Yolanda.Be safe and Pray ,123.58661151,,7.95107123,bimbie123,,'398103196075163648',1383721373.0,"['come', 'tuphoon', 'yolanda', 'safe', 'pray']",
,,tl,GADALI TAWN KOG PAENROLL TUNGODS BAGYO. SAKITAS BAKTAK!,123.9222912,,10.343569,eeyenchristy,,'398103232389472256',1383721381.0,"['gadali', 'tawn', 'kog', 'paenroll', 'tungods', 'bagyo', 'sakitas', 'baktak']",
,-32400.0,tl,yolanda wag po,123.85737682,Philippines,10.28727206,alejalmeda,,'398103303843622912',1383721398.0,"['yolanda', 'wag']",Alaska
,28800.0,tl,Grabedad naman yung word na delubyo sa katangian ng bagyo. Keepsafe guys pray lang tyo for our safety.,120.9702178,philippines,14.647478,francetheinz,,'398103327654690816',1383721404.0,"['grabedad', 'naman', 'yung', 'word', 'delubyo', 'katangian', 'bagyo', 'keepsafe', 'guy', 'pray', 'lang', 'tyo', 'safety']",Beijing
,25200.0,tl,@maryortegsss ha? Haha lost sorry :)) uy paano ka bukas? Super typhoon ah :O,121.05560239,"Sta. Rosa, Laguna",14.25615443,psychoPATkiller,,'398103368981172224',1383721414.0,"['haha', 'lose', 'sorry', 'paano', 'bukas', 'super', 'typhoon']",Novosibirsk
,28800.0,en,"""Delubyo."" That's how they describe the super typhoon. Oh my God.",123.94898138,Philippines,10.34851273,UrOnlySunshine,,'398103383363432448',1383721417.0,"['delubyo', 'describe', 'super', 'typhoon', 'god']",Hong Kong
,,en,Super typhoon yolanda is getting near! Now start sending message to god.#PrayForThePhilippines,120.9875269,From Manila Philippines,14.5996679,YbestBermudez,,'398103425050636288',1383721427.0,"['super', 'typhoon', 'yolanda', 'get', 'near', 'start', 'send', 'message', 'god.#prayforthephilippine']",
,28800.0,en,"PAGASA when asked to describe the coming typhoon: ""Delubyo"". Scary :(",121.0056348,MNL,14.5644021,NicoleMcnp,,'398103430029254656',1383721428.0,"['pagasa', 'ask', 'describe', 'coming', 'typhoon', 'delubyo', 'scary']",Singapore
,-28800.0,tl,"Super typhoon! wew, epal!!",122.54328905,"Molo Iloilo City, Philippines",10.6951564,asdfghjkaaaaz,,'398103466943324161',1383721437.0,"['super', 'typhoon', 'wew', 'epal']",Pacific Time (US & Canada)
,3600.0,es,@AngeliwiGaalvez Angela el que huele mal es el alvaro y la yolanda JAJAJAJJAJA,-5.923545099999999,  c  ,37.383117600000006,MaarinitaGarcia,,'398103623738982401',1383721474.0,"['angela', 'que', 'huele', 'mal', 'alvaro', 'yolanda', 'jajajajjaja']",Amsterdam
,28800.0,tl,Nakakalerki nman 'tong si Yolanda. #pray,121.04898329999999,,14.6583577,MarielNtvd,,'398103748947349504',1383721504.0,"['nakakalerki', 'nman', 'tong', 'yolanda', 'pray']",Hong Kong
,28800.0,tl,Medyo nagbabadya na ang bagyo. Medyo umuulan na.. ,120.96718465,Bacoor City,14.44416592,peejeih,,'398103883542560768',1383721536.0,"['medyo', 'nagbabadya', 'ang', 'bagyo', 'medyo', 'umuulan']",Hong Kong
,-25200.0,tl,"Supertyphoon yolanda ""delubyo"" daw signal # 4. Tsk! Lets pray and keep safe. :(",121.1922068,Antipolo City,14.570106400000002,mariajhanine,,'398103888009510912',1383721537.0,"['supertyphoon', 'yolanda', 'delubyo', 'daw', 'signal', 'tsk', 'let', 'pray', 'safe']",Arizona
,-25200.0,tl,"Kung idedescribe daw ang Yolanda, Isang word lang daw ""Delubyo"" O.o",2.34700525,Philippines,48.85884375,MissVibar,,'398103913242427393',1383721543.0,"['kung', 'idedescribe', 'daw', 'ang', 'yolanda', 'isang', 'word', 'lang', 'daw', 'delubyo', 'o.o']",Arizona
,-32400.0,tl,Salubungin natin si super typhoon #yolanda !!,121.10288,,14.66315,monettetamayo07,,'398103997032046592',1383721563.0,"['salubungin', 'natin', 'super', 'typhoon', 'yolanda']",Alaska
,28800.0,tr,Yolanda! Halika na!,121.0963369,Oklahoma City,14.648798900000001,ObeyPosadas,,'398104111133904896',1383721591.0,"['yolanda', 'halika']",Beijing
,28800.0,tl,Super typhoon sa Samar? Omg wag ,121.04597181,MNL,14.55770336,juliaaane,,'398104126107578368',1383721594.0,"['super', 'typhoon', 'samar', 'omg', 'wag']",Hong Kong
,,en,Super typhoon yolanda is getting near! Now start sending message to god.#PrayforPhilippines #YolandaPH,120.9875269,From Manila Philippines,14.5996679,YbestBermudez,,'398104175944298498',1383721606.0,"['super', 'typhoon', 'yolanda', 'get', 'near', 'start', 'send', 'message', 'god.#prayforphilippine', 'yolandaph']",
,28800.0,tl,Shhheeeettt si Super Typhoon YOLANDA. Masyado kang MALAKAS !!! Grrrr ..,120.9640534,"Manila, Philippines",14.616239199999999,itsmarkmejia,,'398104250183462912',1383721624.0,"['shhheeeettt', 'super', 'typhoon', 'yolanda', 'masyado', 'kang', 'malakas', 'grrrr']",Singapore
,25200.0,en,Keep safe and dry Philippines  #YolandaPH,100.60707752,@Rack City,13.78746243,AicahLin_7,,'398104283972775937',1383721632.0,"['safe', 'dry', 'philippines', 'yolandaph']",Bangkok
,,id,Gabisa tidur ituu~ syalala (@ Yolanda Home) http://t.co/HkbOOKlPq5,107.59193947,Indonesia ,-6.93404447,adsha_yolanda,,'398104345369378816',1383721647.0,"['gabisa', 'tidur', 'ituu~', 'syalala', 'yolanda', 'home', 'http://t.co/hkbooklpq5']",
,28800.0,tl,Masyado daw malakas si Yolanda. Hay  :(,121.0071804,Boulevard of Broken Dreams,14.6016677,iamJMBenedicto,,'398104390847832064',1383721657.0,"['masyado', 'daw', 'malakas', 'yolanda', 'hay']",Hong Kong
,28800.0,en,Gettin' scared of ze bagyo coz of ze ppl tweetin' bout how strong it is. -_- No. ,120.98909758,"Espaa, Manila",14.60620035,tanjeriine,,'398104580325511168',1383721703.0,"['gettin', 'scared', 'bagyo', 'coz', 'ppl', 'tweetin', 'bout', 'strong']",Beijing
,,en,I think Napoles called Yolanda so that her hearing tomorrow will be posponed. Haha,121.0301604,to infinity and beyond,14.6790788,paattyvinculado,,'398104650303275009',1383721719.0,"['think', 'napoles', 'call', 'yolanda', 'hearing', 'tomorrow', 'pospon', 'haha']",
,-32400.0,en,I hope maging ok ang Philippines bukas. I know God is bigger and stronger than typhoon.  #letsPray ,121.07371216,Batangas City,13.71758423,iAmMartiin,,'398104663804768256',1383721722.0,"['hope', 'mag', 'ang', 'philippines', 'bukas', 'know', 'god', 'big', 'strong', 'typhoon', 'letspray']",Alaska
,,en,Hurricane Katrina (Category 5) like typhoon heading for the Philippines on Thursday and Friday. #PrayForThePhilippines #KeepUsSafe,120.98470984,,14.59117385,johanaguilar_,,'398104730116689920',1383721738.0,"['hurricane', 'katrina', 'category', 'like', 'typhoon', 'head', 'philippines', 'thursday', 'friday', 'prayforthephilippine', 'keepussafe']",
,28800.0,tl,Di sana umabot si Yolanda dito,120.32034026,"T: 14.598329,121.040612",16.65700093,chammyboy,,'398104764178649088',1383721746.0,"['sana', 'umabot', 'yolanda', 'dito']",Hong Kong
,28800.0,en,no matter what they say...bagyo can't bring me down oh ohhhhhh,123.2186943,Pilipinas,13.61519962,superyannah,,'398104766540050432',1383721747.0,"['matter', 'bagyo', 'not', 'bring', 'ohhhhhh']",Beijing
,-28800.0,en,praying for the safety of my fellowmen in the visayas as typhoon yolanda nears. God bless us all.,120.97496799999999,Philippines,14.4449295,alitt,,'398104795220672513',1383721754.0,"['pray', 'safety', 'fellowman', 'visayas', 'typhoon', 'yolanda', 'near', 'god', 'bles']",Pacific Time (US & Canada)
,-25200.0,tl,Kinakabahn na ako sa bagyo. Please pray for Panay Island. :-(,122.55984070000001,Philippines ,10.698678999999998,yhenabellar,,'398104797603041280',1383721754.0,"['kinakabahn', 'ako', 'bagyo', 'pray', 'panay', 'island']",Arizona
,-25200.0,tl,@jaKISSmenot wla lng. Scared hahahah sa bagyo,122.54500254,"Paris, France",10.73764631,jasminetweeeets,,'398104800841064448',1383721755.0,"['wla', 'lng', 'scared', 'hahahah', 'bagyo']",Arizona
,-32400.0,tl,"Yolanda, akala mo ikaw lang ang handa? Pwes, nagkakamali ka beks!",123.44521637,"UK,South Korea,Pilipinas",13.02978516,maemaetut,,'398104812991950848',1383721758.0,"['yolanda', 'akala', 'ikaw', 'lang', 'ang', 'handa', 'pwes', 'nagkakamali', 'beks']",Alaska
,28800.0,tl,Biskan mag bagyo di mag cancel classes ang spc gurow? Haha,125.61576113,philippines,7.07133501,karlorikko,,'398104849633406977',1383721767.0,"['biskan', 'mag', 'bagyo', 'mag', 'cancel', 'class', 'ang', 'spc', 'gurow', 'haha']",Singapore
,28800.0,tl,@AsdfghjKhai Hashtag bagyo brownout pero shot pari,120.59915881,,15.15088931,WinskieDaBags,,'398104864556716032',1383721770.0,"['hashtag', 'bagyo', 'brownout', 'pero', 'shoot', 'pari']",Beijing
,,vi,Scarryyy nman ang Bagyo  #GodBlessUs  #Bicol #CamSur #YolandaPH,123.20014695,camarines sur,13.68756141,iamkatelabs,,'398104905899991040',1383721780.0,"['scarryyy', 'nman', 'ang', 'bagyo', 'godblessus', 'bicol', 'camsur', 'yolandaph']",
,-25200.0,en,"Bagyo, don't make it so hard please.",122.5598406,Philippines ,10.6986786,yhenabellar,,'398105004810063872',1383721804.0,"['bagyo', 'not', 'hard']",Arizona
,28800.0,en,"I pray that the supertyphoon will spare us. Please Lord, our people have suffered enough. #YolandaPH",120.90156791,,14.49232302,Bench_Blueberry,,'398105204182102016',1383721851.0,"['pray', 'supertyphoon', 'spare', 'lord', 'people', 'suffer', 'yolandaph']",Hong Kong
,28800.0,en,"Praying for the Safety of my Family, Relatives and Friends in Catarman Northern Samar. Super typhoon Yolanda is coming. Feeling Worried.",120.99426091,"Manila,PHILIPPINES",14.60546396,imsoFRANKeee,,'398105265955827712',1383721866.0,"['pray', 'safety', 'family', 'relatives', 'friend', 'catarman', 'northern', 'samar', 'super', 'typhoon', 'yolanda', 'come', 'feel', 'worry']",Beijing
,,28800.0,,bagyoooo.,,Beijing,,,id,,,
,28800.0,tr,Yolanda yumao ka!,121.03286812,"Manila, Philippines",14.70475985,topeycalangi,,'398105347614715905',1383721885.0,"['yolanda', 'yumao']",Beijing
,-28800.0,tl,Nakakatakot ang super typhoon!,121.1095263,Cair Paravel ,14.683592800000001,SUPERSexyKJade,,'398105356200460288',1383721888.0,"['nakakatakot', 'ang', 'super', 'typhoon']",Pacific Time (US & Canada)
,28800.0,en,RT @ANCALERTS: PAGASA: Typhoon 'Yolanda' expected to enter PH Area of Responsibility before midnight #YolandaPH,123.2186943,Pilipinas,13.61519962,superyannah,,'398105412521586688',1383721901.0,"['pagasa', 'typhoon', 'yolanda', 'expect', 'enter', 'area', 'responsibility', 'midnight', 'yolandaph']",Beijing
,,tl,#yolanda lumiko ka punta kna sa qatar bagyohin mu ung taong.. niloko ako ...honesto promisa huhuhu.. maskit padim kht matagal na kme wla?,120.99449640000002,quezon city..,14.4226642,donnacordova3,,'398105454854680576',1383721911.0,"['yolanda', 'lumiko', 'punta', 'kna', 'qatar', 'bagyohin', 'ung', 'taong', 'niloko', 'ako', 'honesto', 'promisa', 'huhuhu', 'maskit', 'padim', 'kht', 'matagal', 'kme', 'wla']",
