,id,created_at,user,text,language,lat,lng,user location,user utc offset,user time zone,,lemmas,
,'398133872866516992',1383728686,supiezajd,Tweet the status of your place now! #YolandaPH,en,9.90778275,124.22408914,Philippines,,,,"['tweet', 'status', 'place', 'yolandaph']",
,'398134872335601664',1383728925,dndnsnts,"Dear Yolanda, huwag mo ng ituloy. Please lang.",tl,14.68644,121.0500522,"Quezon City, Philippines",28800,Singapore,,"['dear', 'yolanda', 'huwag', 'ituloy', 'lang']",
,'398138581857734658',1383729809,ElmorhForTheWin,"Rain or shine, kailangan pumasok ng maaga bukas. Oh bakit ngayon pa, #YolandaPH?",tl,14.5812895,121.0039109,The Rising Tiger,28800,Taipei,,"['rain', 'shine', 'kailangan', 'pumasok', 'maaga', 'bukas', 'bakit', 'ngayon', 'yolandaph']",
,'398142810353704960',1383730817,mhindz19,"Whoa!!! Insomnia ang drama :-( help me pepz, can't sleep huhu afraid sa coming nga super typhoon :(",tl,10.3096952,123.8886106,"Cebu City, Philippines",28800,Hong Kong,,"['whoa', 'insomnia', 'ang', 'drama', 'help', 'pepz', 'not', 'sleep', 'huhu', 'afraid', 'come', 'nga', 'super', 'typhoon']",
,'398147269200859136',1383731880,Ricochet328,Super typhoon!!?!? #KayaNgaForecast,tl,14.53773,121.01264,,,,,"['super', 'typhoon', 'kayangaforecast']",
,'398152337984069632',1383733089,vonneaquino,Let's pray that the Lord will spare us from the wrath of super typhoon Yolanda. In Jesus name!,en,14.57347393,120.98800109,Philippines,28800,Beijing,,"['let', 'pray', 'lord', 'spare', 'wrath', 'super', 'typhoon', 'yolanda', 'jesus']",
,'398154914540847105',1383733703,walf_,Typhoon will strike tomorrow and I've lost my umbrella. Wow I'm prepared.,en,14.5266965,121.0426224,Taguig | Bacolod | Pilipinas,28800,Perth,,"['typhoon', 'strike', 'tomorrow', 'have', 'lose', 'umbrella', 'wow', 'prepared']",
,'398161844306587649',1383735355,HoT_UniCo,@magiliw_ here in Cebu..no signs of yolanda yet..but my hometown in Southern Leyte already experienced heavy rain earlier.,en,10.3032086,123.8942225,"Queen City of the South, CEBU!",-25200,Arizona,,"['cebu', 'sign', 'yolanda', 'hometown', 'southern', 'leyte', 'experience', 'heavy', 'rain', 'earlier']",
,'398170971799957504',1383737531,scquinionesjr,Preparing for Yolanda!,no,14.58258325,121.14445937,,,,,"['prepare', 'yolanda']",
,'398195201153306624',1383743308,thatguybadz,Suddenly felt the wind. Nandito na pala si Yolanda. Mabagsik daw to so dapat tindihan natin ang atin panalangin. ,tl,10.31713008,123.87772925,Metro Cebu,28800,Hong Kong,,"['suddenly', 'feel', 'wind', 'nandito', 'pala', 'yolanda', 'mabagsik', 'daw', 'dapat', 'tindihan', 'natin', 'ang', 'atin', 'panalangin']",
,'398204654204375040',1383745562,mehroscel,Morning. . . Yolanda pls wag ka na tumuloy . .(^_^) http://t.co/TbihJYJAnf,tl,9.7909943,123.787704,Bohol Phil.,-39600,Samoa,,"['morning', 'yolanda', 'pls', 'wag', 'tumuloy', '.(^_^']",
,'398206966364770306',1383746113,iamxty,Na traffic yolanda..  samuka!!,tl,9.2879206,123.2949705,dgte. city,,,,"['traffic', 'yolanda', 'samuka']",
,'398209159180865536',1383746636,mr_rioney19,Good morning! Very cloudy skies! #yolandaPH keep safe everybody! Signal number 2 na diri dapit sa http://t.co/D2p9U6e8tG,en,8.36783444,126.33717284,Philippines,-32400,Alaska,,"['good', 'morning', 'cloudy', 'sky', 'yolandaph', 'safe', 'everybody', 'signal', 'number', 'diri', 'dapit']",
,'398210978354962432',1383747070,lalalaMeh,Goodmorning. The weather is still calm here but I can feel the vibes of Yolanda. Oh God! Please Keep Us SAFE! ,en,11.63843861,122.33148808,Nebula Galaxy ,28800,Beijing,,"['goodmorning', 'weather', 'calm', 'feel', 'vibes', 'yolanda', 'god', 'safe']",
,'398212824138137601',1383747510,DEANCarreon,@Arciagss @darleeengg @suuuperhuan @Brisbeyn May bagyo sa Friday. Magaaral pa ba tayo? Hahaha,tl,14.746763,121.04867658,CassandraAlexisGanitano's ,-28800,Pacific Time (US & Canada),,"['bagyo', 'friday', 'magaaral', 'tayo', 'hahaha']",
,'398215077972561920',1383748047,superyannah,"RT @ANCALERTS: (1/4) Signal #1: Camarines Norte, Camarines Sur, Catanduanes, Albay, Sorsogon, Ticao Is., Burias Is. #YolandaPH",id,13.61872229,123.21781198,Pilipinas,28800,Beijing,,"['signal', 'camarines', 'norte', 'camarines', 'sur', 'catanduanes', 'albay', 'sorsogon', 'ticao', 'burias', 'yolandaph']",
,'398216468879245314',1383748379,loquacioushanie,Good morning..   hello YOLANDA. ,tl,8.2396638,124.2478962,manila philippines,-32400,Alaska,,"['good', 'morning', 'hello', 'yolanda']",
,'398217140459012097',1383748539,kikayigat,DA maskin g.bagyo na tulog jpon akong manghud  HAHAHA  #noclass #bagyo #yolanda #keepsafe #cdo  http://t.co/K0ES8a5O6N,tl,8.4717937,124.64908247,"Shanghai,China",-28800,Pacific Time (US & Canada),,"['maskin', 'g.bagyo', 'tulog', 'jpon', 'akong', 'manghud', 'hahaha', 'noclass', 'bagyo', 'yolanda', 'keepsafe', 'cdo']",
,'398218281577754624',1383748811,couchpotatoew,@dilnarido: Zoraida daw ang next ngalan sa bagyo. Dili nlng unta na sya muabot uiq kulba ke mga ngalan sa bagyo gerd.,tl,8.50191245,124.62279693,Paris,-32400,Alaska,,"['zoraida', 'daw', 'ang', 'ngalan', 'bagyo', 'dili', 'nlng', 'unta', 'sya', 'muabot', 'uiq', 'kulba', 'mga', 'ngalan', 'bagyo', 'gerd']",
,'398219958833790976',1383749211,wilma723,yolanda may be strong but it is a bit slow. please dont touch my weekend. ,en,10.34251809,123.92809079,CEBU,-32400,Alaska,,"['yolanda', 'strong', 'bit', 'slow', 'not', 'touch', 'weekend']",
,'398222434995671040',1383749801,WotzenTiger,@theembassadress u should hihi . Anu preparasyon moda para sa welcome party ni tita yolanda? #YolandaPH,tl,10.6823223,122.9547296,Bacolod City,28800,Hong Kong,,"['hihi', 'anu', 'preparasyon', 'moda', 'para', 'welcome', 'party', 'tita', 'yolanda', 'yolandaph']",
,'398225088111067136',1383750434,kimremos,Parang highschool. Di makabangon sa puyat. Kasalanan mo to Yolanda. Be safe everyone!,tl,14.53921795,121.01493931,Makati City,28800,Beijing,,"['parang', 'highschool', 'makabangon', 'puyat', 'kasalanan', 'yolanda', 'safe']",
,'398226782370799618',1383750838,rhon_pauL1990,Let's all pray...there's strength and hope in UNITY#YolandaPH  #Amen #Aju,en,14.3993288,120.9413042,"Dasmarias, Cavite",28800,Singapore,,"['let', 'pray', 'strength', 'hope', 'unity#yolandaph', 'amen', 'aju']",
,'398228631224188928',1383751279,paoissuperhuman,The calm before the storm. #GetReady #FirstSignal #YolandaPH,en,10.3367632,123.9070854,Philippines,28800,Hong Kong,,"['calm', 'storm', 'getready', 'firstsignal', 'yolandaph']",
,'398230091744169984',1383751627,iamvcath,cuddle weather!! yolanda is comiiiing.  #supertyphoon #instahub #webstagram #cuddle #pillow #scared http://t.co/YL88ro00Uo,en,10.25087,123.85373667,"Talisay City, Cebu Philippines",,,,"['cuddle', 'weather', 'yolanda', 'comiii', 'supertyphoon', 'instahub', 'webstagram', 'cuddle', 'pillow', 'scar']",
,'398232188149571584',1383752127,Jamie_Sunday,May this bright clear sky appear sooner than expected out of #yolandaph #bagyonanaman #thefort #bgc http://t.co/9IKm5CHEnB,en,14.55319705,121.04776214,,28800,Singapore,,"['bright', 'clear', 'sky', 'appear', 'sooner', 'expect', 'yolandaph', 'bagyonanaman', 'thefort', 'bgc']",
,'398233829803978752',1383752518,theeeeiiii,Piste nga bagyo.,tl,6.49867268,124.86230254,DVO,-32400,Alaska,,"['piste', 'nga', 'bagyo']",
,'398234565598138368',1383752693,chachi_inspired,Approved that no class Davao del Norte today and tomorrow. Because the coming typhoon bagyong Yolanda. Be safe. http://t.co/og0r1QzZ3k,en,7.4453606,125.8173986,Philippines,28800,Beijing,,"['approve', 'class', 'davao', 'del', 'norte', 'today', 'tomorrow', 'come', 'typhoon', 'bagyong', 'yolanda', 'safe']",
,'398235743048331264',1383752974,danabananaaaaa,@saraaprinsesa muntikan sa hahaha!oh kalma ta maabot n si yolanda masakit kng iyo to ang bv sato,tl,13.64619693,123.19309338,,-28800,Pacific Time (US & Canada),,"['muntikan', 'hahaha!oh', 'kalma', 'maabot', 'yolanda', 'masakit', 'kng', 'iyo', 'ang', 'sato']",
,'398236897761173505',1383753249,LShinRan_37,"@iPrincessJeane aw. Haha thank you po. Asa dapit inyo? South mi, Dalaguete. Gane, kusog daw nga bagyo ron.",tl,9.7663973,123.5345246,Cebu,,,,"['haha', 'thank', 'asa', 'dapit', 'inyo', 'south', 'dalaguete', 'gane', 'kusog', 'daw', 'nga', 'bagyo', 'ron']",
,'398238180094513152',1383753555,CAOLANO,Super Typhoon Yolanda Update 1: PAGASA issues Public Storm Warnings http://t.co/cwGP2KZ4A4,en,10.331922,123.92147,"Cebu City, Philippines",28800,Singapore,,"['super', 'typhoon', 'yolanda', 'update', 'pagasa', 'issue', 'public', 'storm', 'warning']",
,'398239311385993216',1383753825,lovelyleylab,Keeping myself calm Goodmorning #yolanda,en,8.7228172,124.7829905,cagayan de oro city,-28800,Pacific Time (US & Canada),,"['keep', 'calm', 'goodmorning', 'yolanda']",
,'398240484738363392',1383754105,kuyavic,@ABSCBNNews: Things to have in your safety kit http://t.co/l2nQFGBBpl #YolandaPH Be prepared! The motto of a true scout! #TyphoonYolanda,en,14.55167793,121.02100077,"Paraaque, Philippines",28800,Hong Kong,,"['thing', 'safety', 'kit', 'yolandaph', 'prepared', 'motto', 'true', 'scout', 'typhoonyolanda']",
,'398241795248640000',1383754417,ifyouseekaycee,May bagyo daw this coming weekend. ,tl,14.60064597,120.98859899,Laguna - Manila,28800,Beijing,,"['bagyo', 'daw', 'come', 'weekend']",
,'398243506004574208',1383754825,MyNameIsRex,Governor: Walang pasok sa lahat nang antas sa Negros Occidental. Source: TV Patrol Negros #typhoon #YolandaPH #TyphoonYolanda,tl,10.67415552,122.98998438,Bacolod,,,,"['governor', 'walang', 'pasok', 'lahat', 'nang', 'antas', 'negros', 'occidental', 'source', 'patrol', 'negros', 'typhoon', 'yolandaph', 'typhoonyolanda']",
,'398246926878904320',1383755641,lalalaMeh,"Mr. Sun please come back  Yolanda, please get out of our country.",en,11.6385461,122.33142328,Nebula Galaxy ,28800,Beijing,,"['mr.', 'sun', 'come', 'yolanda', 'country']",
,'398249540202921986',1383756264,blueflynx,Here comes the super-typhoon and its eye is expected nearest Manila in 24hrs. Stay safe guys.,en,14.5812,121.04697,"T: 14.5568073,121.0213713",28800,Hong Kong,,"['come', 'super', 'typhoon', 'eye', 'expect', 'near', 'manila', '24hrs', 'stay', 'safe', 'guy']",
,'398251218822127616',1383756664,louie_bully,Ingat kayo lahat. Stay safe. Amping. #YolandaPH,tl,7.0499969,125.5693755,Davao City,-18000,Quito,,"['ingat', 'kayo', 'lahat', 'stay', 'safe', 'amping', 'yolandaph']",
,'398252173529608192',1383756892,blueflynx,"Hay, after ng megaquake a few weeks back and a tornado yesterday, eto naman ngayon si supertyphoon. Testing  https://t.co/os0dEindvl",tl,14.5812,121.04697,"T: 14.5568073,121.0213713",28800,Hong Kong,,"['hay', 'megaquake', 'week', 'tornado', 'yesterday', 'eto', 'naman', 'ngayon', 'supertyphoon', 'test']",
,'398253628583985153',1383757238,itsDannahBonafe,Yolanda -.-,tr,13.142225,123.7243934,Philippines.,28800,Beijing,,['yolanda'],
,'398254555198013440',1383757459,DearStarlit,Yolanda pls. be gentle #YolandaPH,en,10.1282663,124.8736638,Planet Mars \m/,-25200,Arizona,,"['yolanda', 'pls', 'gentle', 'yolandaph']",
,'398255421745414144',1383757666,simoncruddace,Seems very still in Cebu today. Hope Yolanda can leave off for 3 hours so I can begin the journey home,en,10.32468977,123.9048565,Colchester,0,London,,"['cebu', 'today', 'hope', 'yolanda', 'leave', 'hour', 'begin', 'journey', 'home']",
,'398256472347254784',1383757916,kimpzson_24,Ingat po tayo kay #YolandaPH. Napakalakas nito. Lord nawa'y umalis na po agad &amp hindi na magtagal samen ang bagyo! #PrayForThePhilippines,tl,14.44249432,121.04944707,"Muntinlupa, Philippines",,,,"['ingat', 'tayo', 'kay', 'yolandaph', 'napakalakas', 'nito', 'lord', ""nawa'y"", 'umalis', 'agad', 'amp', 'hindi', 'magtagal', 'saman', 'ang', 'bagyo', 'prayforthephilippine']",
,'398257090453442560',1383758064,Nawayogini,"Prayers for my #family and everyone in #iloilo. Be safe, dry and unharmed  #YolandaPH #supertyphoon ",en,14.43263252,121.04168899,"Manila, Philippines",-32400,Alaska,,"['prayer', 'family', 'iloilo', 'safe', 'dry', 'unharmed', 'yolandaph', 'supertyphoon']",
,'398258610314018816',1383758426,Leyaababy,Aba trending si Yolanda ah hahahaha nauxx!,tl,14.7562368,121.0370365,Philippines,-28800,Pacific Time (US & Canada),,"['aba', 'trend', 'yolanda', 'hahahaha', 'nauxx']",
,'398259476056113152',1383758633,MyErmina,Be safe. A monster typhoon is coming our way. Be prepared.,en,10.3055959,123.8930462,"Cebu City, Philippines",28800,Singapore,,"['safe', 'monster', 'typhoon', 'come', 'way', 'prepared']",
,'398260094804058112',1383758780,TeacherGuiller,My God nagiiba n ang weather dito sa manila .... #YolandaPH nmn kc,tl,14.60884924,120.9778924,"Quezon City, Philippines",25200,Jakarta,,"['god', 'nagiiba', 'ang', 'weather', 'dito', 'manila', 'yolandaph', 'nmn']",
,'398261792696446976',1383759185,annjoyrichie,The weather makes me wanna chill. #relax #waitingforthetime #rainythursday #yolanda  'anu mang unos o http://t.co/VDHJwOdhRX,en,8.50242726,124.6426427,philippines,28800,Kuala Lumpur,,"['weather', 'make', 'wanna', 'chill', 'relax', 'waitingforthetime', 'rainythursday', 'yolanda', 'anu', 'mang', 'unos']",
,'398263109095133184',1383759499,chraysten,Our atmosphere here starts to darken and rain. #yolandaPh #Cebu,en,10.380062,124.0029037,Philippines,28800,Hong Kong,,"['atmosphere', 'start', 'darken', 'rain', 'yolandaph', 'cebu']",
