,id,created_at,user,text,language,lat,lng,user location,user utc offset,user time zone,,lemmas,
,'399022262210162688',1383940495,Hahasofunnyjul,"""@ilovejamich: Si Napoles lang ang sinadya ko dito. - Yolanda""",tl,6.8336137,125.4140886,philippines,-28800,Pacific Time (US & Canada),,"['napoles', 'lang', 'ang', 'sinadya', 'dito', 'yolanda']",
,'398099396287823872',1383720467,k_3na,Wala pang bagyo pero brownout?! Anyare @meralco? Paki explain!,tl,14.46602981,121.03905177,dirty south,-32400,Alaska,,"['wala', 'pang', 'bagyo', 'pero', 'brownout', 'anyare', 'paki', 'explain']",
,'398100136938577921',1383720643,maaarjj,May bagyo na pala di ko pa alam. Di nko pinapasok bukas.,tl,14.3930717,121.0167333,Muntinlupa City,-28800,Pacific Time (US & Canada),,"['bagyo', 'pala', 'alam', 'nko', 'pinapasok', 'bukas']",
,'398101595377790976',1383720991,imMishelpasahol,Otw to Philippines. -Yolanda,es,14.4725769,121.0479489,"Pagsanjan,Laguna!",-32400,Alaska,,"['otw', 'philippines', '-yolanda']",
,'398102268299325440',1383721151,emzeyxx,Sad and tired and stressed and.... sad plus Yolanda bitch,en,11.96543936,121.92343884,dancing with miley,-28800,Pacific Time (US & Canada),,"['sad', 'tired', 'stressed', 'sad', 'plus', 'yolanda', 'bitch']",
,'398102962880262144',1383721317,chinnitsss,Scary ka Yolanda!,id,13.62112118,123.19380887,,-28800,Pacific Time (US & Canada),,"['scary', 'yolanda']",
,'398103303843622912',1383721398,alejalmeda,yolanda wag po,tl,10.28727206,123.85737682,Philippines,-32400,Alaska,,"['yolanda', 'wag']",
,'398103997032046592',1383721563,monettetamayo07,Salubungin natin si super typhoon #yolanda !!,tl,14.66315,121.10288,,-32400,Alaska,,"['salubungin', 'natin', 'super', 'typhoon', 'yolanda']",
,'398104764178649088',1383721746,chammyboy,Di sana umabot si Yolanda dito,tl,16.65700093,120.32034026,"T: 14.598329,121.040612",28800,Hong Kong,,"['sana', 'umabot', 'yolanda', 'dito']",
,'398105204182102016',1383721851,Bench_Blueberry,"I pray that the supertyphoon will spare us. Please Lord, our people have suffered enough. #YolandaPH",en,14.49232302,120.90156791,,28800,Hong Kong,,"['pray', 'supertyphoon', 'spare', 'lord', 'people', 'suffer', 'yolandaph']",
,'398105777342148608',1383721988,PARASMG548,11:11 go away yolanda ..|..,tl,15.0366848,120.685718,Panem,-25200,Arizona,,"['11:11', 'away', 'yolanda']",
,'398106463790301185',1383722152,Prettycath03,Ang Creepy nung nabasa kong tweets about Typhoon Yolanda.kakilabot -.-,tl,14.40246102,121.04228119,Muntinlupa City,-28800,Pacific Time (US & Canada),,"['ang', 'creepy', 'nung', 'nabasa', 'kong', 'tweet', 'typhoon', 'yolanda.kakilabot']",
,'398106954272620544',1383722269,papaucastro95,NW Saksi. Super Typhoon si #YolandaPH :O (@ Castro's Residence) http://t.co/E8ekNyqlqa,en,14.55558057,121.03924356,Ottery St. Catchpole,-28800,Pacific Time (US & Canada),,"['saksi', 'super', 'typhoon', 'yolandaph', 'castro', 'residence']",
,'398107629865934848',1383722430,papaucastro95,The SUMMER before the super typhoon (@ Makati City w/ 4 others) http://t.co/ulrD74lUin,en,14.55835091,121.02624893,Ottery St. Catchpole,-28800,Pacific Time (US & Canada),,"['summer', 'super', 'typhoon', 'makati', 'city']",
,'398108223544127488',1383722571,_iamtrishaaang,May bagyo bukas ,tl,14.43464422,120.95138718,@imdaniellepadilla',28800,Beijing,,"['bagyo', 'bukas']",
,'398108638297853953',1383722670,yeykimmy,Sana maudlot ang bagyong Yolanda. Sana maging bagyong Yolly lang sya HAHAHAHA. K ,tl,14.6095276,120.98987582,,,,,"['sana', 'maudlot', 'ang', 'bagyong', 'yolanda', 'sana', 'mag', 'bagyong', 'yolly', 'lang', 'sya', 'hahahaha']",
,'398109761792536576',1383722938,annndita,Daw nakulbaan man ta cni nga super typhoon man.  #PrayForVisayas,tl,11.57607329,122.75891377,,-32400,Alaska,,"['daw', 'nakulbaan', 'man', 'cni', 'nga', 'super', 'typhoon', 'man', 'prayforvisayas']",
,'398111231443087360',1383723288,roxanne_moncat,"kahit may yolanda.happmx me bec itz #Happy5thJaiLeneDay""",en,10.3187954,123.8900224,,,,,"['kahit', 'yolanda.happmx', 'bec', 'itz', 'happy5thjaileneday']",
,'398112177996840961',1383723514,MarkkyChen,"Kalma ka lang, Yolanda ah. Sincerely, US",id,13.6230526,123.2320876,Where in the world are you?,-32400,Alaska,,"['kalma', 'lang', 'yolanda', 'sincerely']",
,'398113214182871040',1383723761,kbawaay,Keep safe for your loved ones everybody. #YolandaPH #PrayforPI,en,7.0562341,125.5965163,,,,,"['safe', 'love', 'one', 'everybody', 'yolandaph', 'prayforpi']",
,'398114439565561857',1383724053,icezamae,#YolandaPH sana d kna matuloy  maawa kna man sa amin #supertyphoon ,tl,14.62491694,121.04019281,"Makati, Philippines",-28800,Pacific Time (US & Canada),,"['yolandaph', 'sana', 'kna', 'matuloy', 'maawa', 'kna', 'man', 'amin', 'supertyphoon']",
,'398116039562518528',1383724435,engraldrin,"Tulad ng mga nagdaang bagyo, THIS TOO SHALL PASS...G'night people! Don't forget to pray...",tl,14.55257,121.00969,"Makati, Philippines",28800,Singapore,,"['tulad', 'mga', 'nagdaang', 'bagyo', 'shall', 'pass', ""g'night"", 'people', 'not', 'forget', 'pray']",
,'398117251603124224',1383724724,ohMai13,"Got a mini heart attack from the aftershock, I actually thought the typhoon was already starting and it was just that strong #bogomoments",en,10.31640116,123.88112926,"Cebu, Philippines",-28800,Pacific Time (US & Canada),,"['get', 'mini', 'heart', 'attack', 'aftershock', 'actually', 'think', 'typhoon', 'start', 'strong', 'bogomoment']",
,'398118499077222400',1383725021,davidyusantos,"Intermittent rains here in Borongan, Eastern Samar just before midnight #haiyan #YolandaPH",en,11.6170279,125.4363018,Manila,12600,Tehran,,"['intermittent', 'rain', 'borongan', 'eastern', 'samar', 'midnight', 'haiyan', 'yolandaph']",
,'398119979201343488',1383725374,CAOLANO,Cebuanos prepare for Super Typhoon Yolanda http://t.co/3btszMERCN,tl,10.331922,123.92147,"Cebu City, Philippines",28800,Singapore,,"['cebuanos', 'prepare', 'super', 'typhoon', 'yolanda']",
,'398120570509733888',1383725515,iamrhajane,"""@Tagalog_Quotes: Panginoon, mas kailangan po namin ang Iyong patnubay at gabay sa mga panahong ganito.  #YolandaPH""",tl,14.6123545,121.1082248,,,,,"['panginoon', 'mas', 'kailangan', 'namin', 'ang', 'iyong', 'patnubay', 'gabay', 'mga', 'panahong', 'ganito', 'yolandaph']",
,'398122611743264768',1383726002,chaarbaakii,@looZURB: went out to look at the sky.  stars were shining bright and the sky was clear as if theres no typhoon coming.,en,10.29950164,123.86379817,"CEBU, PHILS",28800,Beijing,,"['look', 'sky', 'star', 'shin', 'bright', 'sky', 'clear', 'typhoon', 'come']",
,'398123825696493568',1383726291,azarhea,Ingat po sa lahat. Keep safe and Godbless! #YolandaPH,en,9.74633,118.73794,"Puerto Princesa City, Palawan ",-32400,Alaska,,"['ingat', 'lahat', 'safe', 'godbless', 'yolandaph']",
,'398126303036968960',1383726882,mylostprincess,"Dear kuya jess, please keep everyone safe from typhoon yolanda..",tl,14.65272672,121.12389564,i am the lost princess,-28800,Pacific Time (US & Canada),,"['dear', 'kuya', 'jess', 'safe', 'typhoon', 'yolanda']",
,'398127861732634624',1383727253,airanzer0,Wag sana tumuloy bagyo please  kakapalinis ko lng ng kotse ,tl,14.69580078,121.01416016,,-28800,Pacific Time (US & Canada),,"['wag', 'sana', 'tumuloy', 'bagyo', 'kakapalinis', 'lng', 'kotse']",
,'398129425356558336',1383727626,salvimaris,"@tintwincities @caryldospueblos  wa man c yolanda, ngita gani ko  kay ako u aulod sa lata! Hahaha",tl,10.2247017,123.7639351,philippines,-32400,Alaska,,"['man', 'yolanda', 'ngita', 'gani', 'kay', 'ako', 'aulod', 'lata', 'hahaha']",
,'398130890892529665',1383727975,supiezajd,Its gonna be a worst day #YolandaPH,en,9.90778552,124.22400902,Philippines,,,,"['gon', 'bad', 'day', 'yolandaph']",
,'398132373889355776',1383728329,NoOtherNico,"For the love of God, please protect all of the people who will be affected by this storm. #YolandaPH",en,14.5486798,121.0124198,Makati City,28800,Beijing,,"['love', 'god', 'protect', 'people', 'affect', 'storm', 'yolandaph']",
,'398133474982244352',1383728592,kopimonstah,@ANCALERTS: Aquino wants zero casualty in 'Yolanda' onslaught http://t.co/DiSDSvxE7O #YolandaPH -madaling magsalita.,en,14.6868179,121.1072051,"Manila, Philippines",28800,Hong Kong,,"['aquino', 'want', 'casualty', 'yolanda', 'onslaught', 'yolandaph', '-madal', 'magsalita']",
,'398134683201847296',1383728880,Jakifoxx,"""@ramonbautista: omg nakakatakot yang mga forecast ng parating na bagyo parang end of the world levels""",tl,14.4072229,121.0354268,New Jerusalem,-32400,Alaska,,"['omg', 'nakakatakot', 'yang', 'mga', 'forecast', 'parat', 'bagyo', 'parang', 'end', 'world', 'level']",
,'398137224761737216',1383729486,gherrlatt,Palayo intawn Yolanda  (@ Mi Casa y Cabizares) http://t.co/pPFRXlg1qK,id,10.24888747,123.85787352,kingdom far far away,28800,Singapore,,"['palayo', 'intawn', 'yolanda', 'casa', 'cabizares']",
,'398142397231534080',1383730719,mangcaloi,Nasa PAR na daw ang Super Typhoon #YolandaPH Praying for everyone's safety...,en,14.6674342,120.9976907,Valenzuela City,28800,Beijing,,"['nasa', 'par', 'daw', 'ang', 'super', 'typhoon', 'yolandaph', 'praying', 'safety']",
,'398146296596279297',1383731648,vankrstn,Naulaws madam yolanda kay daghang gahulat niya -___-,tl,10.2694748,123.8517096,,28800,Hong Kong,,"['naulaws', 'madam', 'yolanda', 'kay', 'daghang', 'gahulat', 'niya']",
,'398151393606778880',1383732864,DianaNaparam,"Be safe, everyone. ""@ABSCBNNews: As of 12 am, Typhoon Yolanda has entered the Philippine Area of Responsibility (PAR) #YolandaPH""",en,14.7608102,120.9947358,Philippines,28800,Beijing,,"['safe', 'typhoon', 'yolanda', 'enter', 'philippine', 'area', 'responsibility', 'par', 'yolandaph']",
,'398154280592359424',1383733552,CathyChiong,"Praying for Cebu, Bohol and the rest of the Visayas region. GOD is stronger than the super typhoon #YolandaPH. Friends, families BE SAFE.",en,14.55315205,121.02108546,Cebu City,28800,Hong Kong,,"['pray', 'cebu', 'bohol', 'rest', 'visayas', 'region', 'god', 'strong', 'super', 'typhoon', 'yolandaph', 'friend', 'family', 'safe']",
,'398160495955296256',1383735034,HoT_UniCo,@magiliw_ nope..cebu city gov declared no classes until fri because of the threat super typhoon yolanda.,en,10.303263,123.8942482,"Queen City of the South, CEBU!",-25200,Arizona,,"['nope', 'cebu', 'city', 'gov', 'declare', 'class', 'fri', 'threat', 'super', 'typhoon', 'yolanda']",
,'398166695992238081',1383736512,monntolentino,"Nafe-feel ko na si Yolanda, yung kapit-bahay naman. WAHAHAHAHA",tl,14.0915171,121.35520189,IG: montolentino,28800,Singapore,,"['nafe', 'feel', 'yolanda', 'yung', 'kapit', 'bahay', 'naman', 'wahahahaha']",
,'398193166412566528',1383742823,donnacordova3,@CharDisAngels @donnacordova3  morning everyone .my gust:-) .. lumiko naba ung bagyo ngaun poh,tl,14.4226653,120.9944953,quezon city..,,,,"['morning', '.my', 'gust:-', 'lumiko', 'naba', 'ung', 'bagyo', 'ngaun', 'poh']",
,'398204473014628352',1383745519,spidermaaarc,Last minute bagyo plsss,tl,14.98791313,120.78244084,"Panem, North America",28800,Beijing,,"['minute', 'bagyo', 'plsss']",
,'398206300686798848',1383745955,ateKEE,"Who will make a bigger impact today, Yolanda or Janet???",en,14.59154038,121.12388402,Republika ng Pilipinas,28800,Singapore,,"['big', 'impact', 'today', 'yolanda', 'janet']",
,'398209031908515841',1383746606,arabella18,#YolandaPH ...our God is bigger than you...so please calm down when you hit the ground #PrayForThePhilippines,en,14.63363888,120.97671587,Philippines,28800,Singapore,,"['yolandaph', 'god', 'big', 'calm', 'hit', 'ground', 'prayforthephilippine']",
,'398210628604526592',1383746986,FayeRuthie,Wla mn bagyo?,tl,10.65543942,122.98064187,,0,Casablanca,,"['wla', 'bagyo']",
,'398212389079756800',1383747406,MirandaCruise,SUPER Typhoon will hit the country. KEEP SAFE everyone. #PrayForThePhilippines,en,14.5121482,121.00163422,,,,,"['super', 'typhoon', 'hit', 'country', 'safe', 'prayforthephilippine']",
,'398214998561787904',1383748028,superyannah,"RT @ANCALERTS: Typhoon Yolanda at 822km east of Hinatuan, Surigao Del Sur, with max. winds of 215kph &amp gustiness of up to 250kph #YolandaPH",en,13.61872229,123.21781198,Pilipinas,28800,Beijing,,"['typhoon', 'yolanda', 'east', 'hinatuan', 'surigao', 'del', 'sur', 'max', 'wind', '215kph', 'amp', 'gustiness', '250kph', 'yolandaph']",
,'398216361295372288',1383748353,peculiarketchup,Hasula sad aning Typhoon uy. Kung way klase ah! Sayang akong giplanohan na outfit. Haaayshunimal :)))),tl,8.46857366,124.65444184,,-32400,Alaska,,"['hasula', 'sad', 'aning', 'typhoon', 'kung', 'way', 'klase', 'sayang', 'akong', 'giplanohan', 'outfit', 'haaayshunimal']",
,'398216955514994688',1383748495,MikoooTheGreat,Baw jusko. Tani tumalang lang ang bagyo. Ok nako sa no class. Ang bagyo nalang ipapalayua. Pls lord. Thanks,tl,11.5870046,122.7311183,,28800,Hong Kong,,"['baw', 'jusko', 'tani', 'tumalang', 'lang', 'ang', 'bagyo', 'nako', 'class', 'ang', 'bagyo', 'nalang', 'ipapalayua', 'pls', 'lord', 'thank']",
,'398218118054424576',1383748772,lalalubbsyew,Okay. So despite the super typhoon Yolanda we're still required to go to work. #supertyphoonproof,en,11.22522523,125.0039958,,-32400,Alaska,,"['okay', 'despite', 'super', 'typhoon', 'yolanda', 'require', 'work', 'supertyphoonproof']",
,'398219906484682753',1383749198,ridzkatheone,#YolandaPH is coming with much more intensity. Picking up speed reaching up to 250 kmh.. #besafe #cebuinterns #supertyphoon #scared,en,10.3037749,123.8910933,cebu city,,,,"['yolandaph', 'come', 'intensity', 'pick', 'speed', 'reach', 'kmh', 'besafe', 'cebuintern', 'supertyphoon', 'scar']",
,'398222121630851072',1383749727,WotzenTiger,Goodmorning.. gloomy skies. #YolandaPH #bacolod,en,10.6823252,122.9547937,Bacolod City,28800,Hong Kong,,"['goodmorning', 'gloomy', 'sky', 'yolandaph', 'bacolod']",
,'398224942237380608',1383750399,XhycaSandalo,Nanginjan si Yolanda. Sigh,id,10.3174312,123.9073159,Philippines,-28800,Pacific Time (US & Canada),,"['nanginjan', 'yolanda', 'sigh']",
,'398226353922658304',1383750736,gvelayo,"Severe Weather Bulletin 2Tropical cyclone warning: Typhoon #YolandaPH (HAIYAN)Issued at 5:00AM, 07 November... http://t.co/XgSX8Ll9TL",en,14.3351317,121.0854096,Binan Laguna,28800,Singapore,,"['severe', 'weather', 'bulletin', '2tropical', 'cyclone', 'warning', 'typhoon', 'yolandaph', 'haiyan)issu', '5:00am', 'november']",
,'398228178407129088',1383751171,RHMALON,Ga-ulan na. Yolanda is that you?,tl,8.5763866,123.3492675,Dipolog City,-28800,Pacific Time (US & Canada),,"['ulan', 'yolanda']",
,'398229954573250561',1383751594,truejkris91,"Gogogo hiking, even ,#YolandaPH  super typhoon is coming. .para meron naman akung accomplishment Survey,Mapping,Planning",tl,8.0212723,126.0710377,"philippines , Butuan City, ",-32400,Alaska,,"['gogogo', 'hiking', 'yolandaph', 'super', 'typhoon', 'come', '.para', 'meron', 'naman', 'akung', 'accomplishment', 'survey', 'mapping', 'planning']",
,'398231904773996544',1383752059,AkoSiMordecai,#TBT: This is me since I was baby. More gifts arrived! I hate #YolandaPH. @ Antipolo Rizal http://t.co/iJv83CLRkg,en,14.5808093,121.17551587,Lokal ng Canlubang,28800,Taipei,,"['tbt', 'baby', 'gift', 'arrive', 'hate', 'yolandaph', 'antipolo', 'rizal']",
,'398233075848859648',1383752338,arnelpdizon,"Wala pa si Yolanda. (@ Pilipinas Teleserv, Inc.) http://t.co/YoI5WBofUd",tl,14.59441154,120.98439167,,28800,Beijing,,"['wala', 'yolanda', 'pilipinas', 'teleserv', 'inc.']",
,'398234473612861440',1383752672,NikkiServando,@gjtreinta pati kami sa manila waay classi? waay ko nag sulod 1st class kyy bagyo da sa  bacolod :))),tl,14.5542872,121.0177569,,-32400,Alaska,,"['pati', 'kami', 'manila', 'waay', 'classi', 'waay', 'nag', 'sulod', '1st', 'class', 'kyy', 'bagyo', 'bacolod']",
,'398235529163976704',1383752923,leilankyle,"""@mereeeh: @ABSCBNChannel2: Typhoon Haiyan ""#YolandaPH"" is now tied as the strongest storm on the planet this year. """,en,8.4790107,124.6253728,Philippines,32400,Irkutsk,,"['typhoon', 'haiyan', 'yolandaph', 'tie', 'strong', 'storm', 'planet', 'year']",
,'398236770254721024',1383753219,hardzdong,Sugod na og dag-om tsk tsk tsk #YolandaPH go away... @ Punta Cruz Watch Tower http://t.co/B4rTMCZ03Y,tl,9.73525834,123.79006636,Philippines,,,,"['sugod', 'dag', 'tsk', 'tsk', 'tsk', 'yolandaph', 'away', 'punta', 'cruz', 'watch', 'tower']",
,'398237925130776576',1383753494,dericksestoso,@iamivoriemarie: My prayer is stronger than #YolandaPH ! ,en,10.28379627,123.96257286,,28800,Beijing,,"['prayer', 'strong', 'yolandaph']",
,'398238987912888320',1383753748,krishacapon,Yolanda pls get lost! babaha na nman samin -.- Rainy Morning :) keep safe everyone :),tl,11.20504,125.00291,,,,,"['yolanda', 'pls', 'lose', 'babaha', 'nman', 'samin', 'rainy', 'morning', 'safe']",
,'398240366362509312',1383754076,JustJo_Anne,The calm before the storm. Keep safe everyone. #YolandaPH,en,10.6906445,123.0621025,Philippines,28800,Beijing,,"['calm', 'storm', 'safe', 'yolandaph']",
,'398241726868893696',1383754401,ikawkasimaldita,nasan si yolanda?? #maaraw e,ht,14.3629725,121.05727821,laguna philippines,-32400,Alaska,,"['nasan', 'yolanda', 'maaraw']",
,'398243418633412610',1383754804,kjec15,#YolandaPH incoming. Neighboring provinces already declared suspension but Negros Occidental hasn't. Are we indest... http://t.co/N81wiSFD9q,en,10.62608996,122.9606685,Philippines,28800,Hong Kong,,"['yolandaph', 'incom', 'neighboring', 'province', 'declare', 'suspension', 'negros', 'occidental', ""hasn't"", 'ind']",
,'398246712025686016',1383755589,betterDiana,Yolanda! Back off pls,en,10.2413087,123.8395056,Cebu City,28800,Beijing,,"['yolanda', 'pls']",
,'398249301295378432',1383756207,GVsalltheway,Deliks po sa super typhoon,tl,14.56169238,120.99481647,South,-32400,Alaska,,"['deliks', 'super', 'typhoon']",
,'398250912700850176',1383756591,UmaliChanelle,"@Riverside_SG: Due to the Typhoon Yolanda all classes is suspended today, November 7, 2013. Keep safe collegians! God bless! Thanks!",en,10.66784483,122.97829843,"Bacolod City, Philippines",28800,Singapore,,"['typhoon', 'yolanda', 'class', 'suspend', 'today', 'november', 'safe', 'collegian', 'god', 'bles', 'thank']",
,'398251962254118912',1383756841,UmaliChanelle,"@doyybrodit: Prepare hard, pray harder #YolandaPH",en,10.66757316,122.97850411,"Bacolod City, Philippines",28800,Singapore,,"['prepare', 'hard', 'pray', 'harder', 'yolandaph']",
,'398253365744136192',1383757176,enaxkie,#yolanda #cdo #signalnumber1  @ Obsina's :) http://t.co/qwqphMLJgD,en,8.47442948,124.64693503,,-32400,Alaska,,"['yolanda', 'cdo', 'signalnumber1', 'obsina']",
,'398254198904479746',1383757374,reeshel,"""Haiyan  known as Yolanda in the Philippines  is likely the strongest storm to form on the planet this year."" ~ WeatherBell Analytics",en,14.58207553,121.00099233,"Manila, Philippines",28800,Kuala Lumpur,,"['haiyan', 'know', 'yolanda', 'philippines', 'likely', 'strong', 'storm', 'form', 'planet', 'year', 'weatherbell', 'analytics']",
,'398255181277581313',1383757609,xtiajessica,Family Bonding for the next  2 days #YolandaPH,en,10.2974973,123.8695083,Cebu City,-28800,Pacific Time (US & Canada),,"['family', 'bonding', 'day', 'yolandaph']",
,'398256256303235072',1383757865,Lord_AarOon,Pre-super typhoon workout. (@ Grand Day Fitness Center) http://t.co/rSnhnQvsvT,en,10.69065296,122.57058334,Master Manipulator,28800,Hong Kong,,"['pre', 'super', 'typhoon', 'workout', 'grand', 'day', 'fitness', 'center']",
,'398257005489434625',1383758044,kimpzson_24,2 Malalakas na Bagyo sa Pilipinas: #YolandaPH &amp Janet Lim Napoles ,id,14.44245705,121.04942652,"Muntinlupa, Philippines",,,,"['malalakas', 'bagyo', 'pilipinas', 'yolandaph', 'amp', 'janet', 'lim', 'napoles']",
,'398258480819089408',1383758395,Jamscey,@monoTELLEtism indi man tani.. Nakita ko sya sa google earth.. The bitch is over sized. Literally dambuhalang bagyo,tl,10.70117712,122.56436623,Philippines ,-32400,Alaska,,"['indi', 'man', 'tani', 'nakita', 'sya', 'google', 'earth', 'bitch', 'sized', 'literally', 'dambuhalang', 'bagyo']",
,'398259419114242048',1383758619,kenneth_porio,The sky is getting darker by the hour. Be prepared. #yolandaPH http://t.co/qDlzlLakLn,en,7.0558271,125.5761151,"Davao City, Philippines",28800,Taipei,,"['sky', 'get', 'dark', 'hour', 'prepared', 'yolandaph']",
,'398259729866031105',1383758693,jboygonzalessj,Is the flight from CDO- Mla at 11am cancelled today bec of the typhoon?,en,8.47623103,124.64778807,"Quezon City, Philippines",28800,Taipei,,"['flight', 'cdo-', 'mla', 'cancel', 'today', 'bec', 'typhoon']",
,'398261504039870467',1383759116,montejo4life,@khayejaeee Nitagam na especially ang mga oldies nga nakasuway sa Typhoon Ruping year 1990 nga the whole metro was devastated.,tl,10.34877936,123.95156768,PH,28800,Hong Kong,,"['nitagam', 'especially', 'ang', 'mga', 'oldie', 'nga', 'nakasuway', 'typhoon', 'ruping', 'year', 'nga', 'metro', 'devastate']",
,'398263093676883968',1383759495,mardsib,"""@makipulido: Pag asa: Dahil mabilis ang takbo ng Bagyong Yolanda, agad ding lalabas ng PAR. Lalabas ito ng bansa sa linggo."" Ingatz!",tl,14.2811178,120.9966962,Philippines,28800,Singapore,,"['pag', 'asa', 'dahil', 'mabilis', 'ang', 'takbo', 'bagyong', 'yolanda', 'agad', 'lalabas', 'par', 'lalabas', 'ito', 'bansa', 'linggo', 'ingatz']",
,'398264187001901056',1383759756,SuperLAYAN,Mainit ! #YolandaPH,fr,13.29381,123.48403,"Polangui,albay.philippnes",-25200,Arizona,,"['mainit', 'yolandaph']",
