,id,created_at,user,text,language,lat,lng,user location,user utc offset,user time zone,,lemmas,
,'398107754889375744',1383722459,kat_soohyun,Parang nakakaba naman tong darating na bagyo. Parang iba talaga nakakatakot.,tl,14.54937272,121.06732584,,,,,"['parang', 'nakakaba', 'naman', 'tong', 'darat', 'bagyo', 'parang', 'iba', 'talaga', 'nakakatakot']",
,'398108287419183104',1383722586,raianDaBomB,Ayan na.!#bagyo,tl,14.72302049,121.14245002,,-32400,Alaska,,"['ayan', 'na.!#bagyo']",
,'398108818720047104',1383722713,TyroneSoDope,Handa na ba kayo sa bagyo bukas? RT,tl,14.6182597,120.99436424,"Yokohama, Japan  PH",28800,Beijing,,"['handa', 'kayo', 'bagyo', 'bukas']",
,'398110229931372545',1383723050,cockrochie,"""@hindiakosipedro: Hindi na yata magpapaawat si Yolanda kaya ingat tayong lahat. #YolandaPH""",tl,14.6723145,121.1073404,,,,,"['hindi', 'yata', 'magpapaawat', 'yolanda', 'kaya', 'ingat', 'tayong', 'lahat', 'yolandaph']",
,'398111728845594625',1383723407,dadadambo,Anjan na si yolanda. Keep safe,id,14.6865082,121.0866699,IG,28800,Beijing,,"['anjan', 'yolanda', 'safe']",
,'398112738796269569',1383723648,ohmysaaamm,"Wait, may typhoon daw sa manila?",tl,7.05862112,125.57665561,Dreamland,-32400,Alaska,,"['wait', 'typhoon', 'daw', 'manila']",
,'398113518890676225',1383723834,TheReesee,@A_StarOfficial #medyoOAra HAHAHAHA lagee. If Yolanda will let me :(,en,10.4805364,123.4092588,Cebu City,28800,Hong Kong,,"['medyooara', 'hahahaha', 'lagee', 'yolanda', 'let']",
,'398115114630381568',1383724214,yamyouie,Ayun sa PAGASA isang salita lang daw nila mailalarawan ang super typhoon  #YolandaPH... DELUBYO! #IngatPilipinas,tl,14.7865023,121.0664112,BLCN.MNDR,-28800,Pacific Time (US & Canada),,"['ayun', 'pagasa', 'isang', 'salita', 'lang', 'daw', 'nila', 'mailalarawan', 'ang', 'super', 'typhoon', 'yolandaph', 'delubyo', 'ingatpilipinas']",
,'398116353405894658',1383724509,XhycaSandalo,Bagyo? Asa naka? Naa rami diri. Apas lang ha. Daghan kaayog nangandam sa imong pag abot da. @ krispy http://t.co/ZVTBLH52cl,tl,10.3174715,123.907284,Philippines,-28800,Pacific Time (US & Canada),,"['bagyo', 'asa', 'naka', 'naa', 'rami', 'diri', 'apas', 'lang', 'daghan', 'kaayog', 'nangandam', 'imong', 'pag', 'abot', 'krispy']",
,'398117672665096192',1383724824,WotzenTiger,@BJSorrilla haha continue the parade before Yolanda showers the streets haha. Anyway hav u been  to d USLS bookstore lately?,en,10.6823526,122.9546011,Bacolod City,28800,Hong Kong,,"['haha', 'continue', 'parade', 'yolanda', 'shower', 'street', 'haha', 'hav', 'usls', 'bookstore', 'lately']",
,'398119001420623872',1383725141,uycana,"Why is everyone stressing over this Yolanda thing, palaging palpak naman yung pagasa..",tl,14.56451293,120.99527266,"Manila, Philippines",-28800,Pacific Time (US & Canada),,"['stress', 'yolanda', 'thing', 'palag', 'palpak', 'naman', 'yung', 'pagasa']",
,'398120034129563648',1383725387,edenmaechua,Sana wag mag ibang direksyon ang bagyo. Tngina Yolandaaaa!,tl,14.55688175,121.04602149,MARS ,-32400,Alaska,,"['sana', 'wag', 'mag', 'ibang', 'direksyon', 'ang', 'bagyo', 'tngina', 'yolandaaaa']",
,'398121199445606401',1383725665,tanyadeerio,"Do you have one? ""@djmotwister: That Super Typhoon looks like it has a big dick. Be careful.""",en,6.95928,126.20975,Philippines,28800,Hong Kong,,"['super', 'typhoon', 'look', 'like', 'big', 'dick', 'careful']",
,'398122848939941888',1383726058,siennanary,Hi beees! I mishyu sooooooo much najud. :( Samuka ani ni yolanda oi! Suyaon kaayo. Di ko ipabalik. http://t.co/C8UnziBklA,tl,10.31762147,123.92028809,Cagayan de Oro City,-32400,Alaska,,"['beee', 'mishyu', 'sooooooo', 'najud', 'samuka', 'ani', 'yolanda', 'suyaon', 'kaayo', 'ipabalik']",
,'398124588011241472',1383726473,youGEEz,May super typhoon. Ingat tayo.,tl,14.7071795,121.0452231,,-32400,Alaska,,"['super', 'typhoon', 'ingat', 'tayo']",
,'398127224312066049',1383727101,misstammyfelix,With my medicine loves.  (Before super typhoon Yolanda covers Mt. Mayon) @ Cagsawa Ruins http://t.co/cdJt5Ipem4,en,13.59040448,123.25319557,"MNL, Philippines ",28800,Hong Kong,,"['medicine', 'love', 'super', 'typhoon', 'yolanda', 'cover', 'mt.', 'mayon', 'cagsawa', 'ruins']",
,'398128199780954112',1383727334,iamJesmValencia,@UST_CSC: #YolandaPH has entered the PAR.Let us pray for everyone's safety!,en,14.66563628,121.07596769,"Quezon City, PH",-32400,Alaska,,"['yolandaph', 'enter', 'par.let', 'pray', 'safety']",
,'398129976441974784',1383727757,JoPaoMarPog,"hi guys do you feel yolanda? tssss feelerts, hangin rna oy kay hpt naman ang pasko. hahaha",tl,7.05075908,125.56591197,,-18000,Quito,,"['guy', 'feel', 'yolanda', 'tssss', 'feelert', 'hangin', 'rna', 'kay', 'hpt', 'naman', 'ang', 'pasko', 'hahaha']",
,'398131867771088896',1383728208,alotzbella,Pls. be kind yolanda slowly naman. . God kw ng bahala. .  #YolandaPH,tl,10.3177924,123.9053492,"Cebu, Philippines",,,,"['pls', 'kind', 'yolanda', 'slowly', 'naman', 'god', 'bahala', 'yolandaph']",
,'398132744275783680',1383728417,belle_pascual,Prayers #YolandaPH,tr,14.6735906,121.08171775,Philippines ,28800,Beijing,,"['prayer', 'yolandaph']",
,'398133892890501120',1383728691,therealjeffen,Prayer is the BEST armor guys so lets keep the faith burning! #YolandaPh #SuperTyphoon #GodblessPhils. http://t.co/GgtaMC6BNq,en,8.4651064,124.64693503,"Cagayan de Oro City, Phils",,,,"['prayer', 'good', 'armor', 'guy', 'let', 'faith', 'burn', 'yolandaph', 'supertyphoon', 'godblessphils']",
,'398135120152231937',1383728984,abdulraufmucsin,A welcome party for tita yolanda.nyahaha @WiYown @itsashleeora @Van_Dy1989 #friendsforlife #crazyfrog http://t.co/MIgtKBOAjy,en,8.48500006,124.65137243,philippines,-32400,Alaska,,"['welcome', 'party', 'tita', 'yolanda.nyahaha', 'friendsforlife', 'crazyfrog']",
,'398138805074415616',1383729862,jangsomera,@MariToniCabrera lul ano pangalan nung bagyo? Hahahahaha ge nga!,tl,14.34248278,121.0675492,,28800,Beijing,,"['lul', 'ano', 'pangalan', 'nung', 'bagyo', 'hahahahaha', 'nga']",
,'398143240638980096',1383730920,shameesugui,@paulasanjose YO MOMMA YOLANDA,tl,14.4620925,121.04802068,,-32400,Alaska,,"['momma', 'yolanda']",
,'398147389258993664',1383731909,aclim26,"BAGYO sa Cagayan. @ Sta.Ana, Cagayan http://t.co/nZeDZGkV66",tl,14.6922438,121.059816,,32400,Irkutsk,,"['bagyo', 'cagayan', 'sta', 'ana', 'cagayan']",
,'398152469190307840',1383733120,michaelei,Kaon mintras wa pay bagyo! (@ Siomai sa Tisa) http://t.co/TtQ1rNvg2C,tl,10.30142598,123.87061894,"St. Therese's Drive, Cebu",28800,Singapore,,"['kaon', 'mintra', 'pay', 'bagyo', 'siomai', 'tisa']",
,'398155403529170944',1383733820,riccadarlo,"Yolanda, kung magoojt ka? Sa ibang bansa na lang. No vacancies sa Pilipinas. Lumindol, bumagyo may gera pa. We'll call you on summer. Haha!",tl,13.94030589,121.14871386,Lipa City,-28800,Pacific Time (US & Canada),,"['yolanda', 'kung', 'magoojt', 'ibang', 'bansa', 'lang', 'vacancy', 'pilipinas', 'lumindol', 'bumagyo', 'gera', 'will', 'summer', 'haha']",
,'398162405991006208',1383735489,prettee_teena,RT @philredcross: Don't be afraid. Be prepared! #YolandaPH http://t.co/B4dhm0yCsR http://t.co/CJ5ONxvNLV,en,14.56121368,121.01858364,"Quezon City,philippines",-32400,Alaska,,"['not', 'afraid', 'prepared', 'yolandaph']",
,'398172671294177280',1383737937,dawnlouiselim,@ANCALERTS: PAGASA: Typhoon Yolanda has entered PH Area of Responsibility as of 12am #YolandaPH Dang! Yolanda sure is scary!!!,en,10.71866523,122.56630905,"ilo, ph//in the love club",28800,Singapore,,"['pagasa', 'typhoon', 'yolanda', 'enter', 'area', 'responsibility', 'yolandaph', 'dang', 'yolanda', 'sure', 'scary']",
,'398196750390816768',1383743678,ajlegaspi,@iheartlenzabaya: Trending si #YolandaPH be safe everyone! - syempre nanay Ko ata yan! @blckmnstr @thesweetmachine @plotchai,tl,14.5719299,121.00768427,"Orange County, Manila",28800,Beijing,,"['trending', 'yolandaph', 'safe', 'syempre', 'nanay', 'ata', 'yan']",
,'398204714510462977',1383745576,iamalluringjen,I arrived home safe and the sky's clear. Hoping the weather will be fine until Yolanda's gone!  Pray http://t.co/xIyrv2tY9j,en,10.34007453,123.90251138,In A Place Where I'm Alone,32400,Irkutsk,,"['arrive', 'home', 'safe', 'sky', 'clear', 'hop', 'weather', 'fine', 'yolanda', 'pray']",
,'398207290332811265',1383746191,stargaze07,RT @ANCALERTS: PAGASA: Typhoon Yolanda intensifies further as it continues to move west northwest (cont) http://t.co/qcdMHGUz3A,en,14.59352,121.02189,Philippines ,28800,Singapore,,"['pagasa', 'typhoon', 'yolanda', 'intensify', 'continue', 'west', 'northwest', 'cont']",
,'398209216596684800',1383746650,charievilla,"Goodmorning. Typhoon Yolanda at 822km east of Hinatuan, Surigao Del Sur, with max. winds of 215kph &amp http://t.co/Wn6qOb222Q",en,14.49733333,121.0195,"T: 14.602064,121.074641",28800,Hong Kong,,"['goodmorning', 'typhoon', 'yolanda', 'east', 'hinatuan', 'surigao', 'del', 'sur', 'max', 'wind', '215kph', 'amp']",
,'398211161847373824',1383747114,infinitemyles,"Good morning :) ipa-human sa kog enroll, Yolanda ha? Gora n dyon rakenroll.",tl,10.318964,123.8944636,Philippines,-28800,Pacific Time (US & Canada),,"['good', 'morning', 'ipa', 'human', 'kog', 'enroll', 'yolanda', 'gora', 'dyon', 'rakenroll']",
,'398213578945093633',1383747690,lormaigneee,the head of students teacher in our school is named after the typhoon yolanda ,en,14.36166755,120.93310359,mnl,28800,Beijing,,"['head', 'student', 'teacher', 'school', 'name', 'typhoon', 'yolanda']",
,'398215118812495872',1383748057,maebubbles07,Lamig! May bagyo pa pala:( ingat po tayo madlang people:),tl,16.0287513,120.7424309,,-25200,Arizona,,"['lamig', 'bagyo', 'pala', 'ingat', 'tayo', 'madlang', 'people']",
,'398216493906665473',1383748385,chorax_08,Lapit na si Yolanda. Need to cross to Batangas already.. :(,en,12.55083693,121.48256557,,,,,"['lapit', 'yolanda', 'need', 'cross', 'batangas']",
,'398217269529948161',1383748570,goodvibesarchie,"""@ukgdos: (4/5) #YolandaPH SIGNAL NO. 1: Camiguin, Misamis Oriental, natitirang bahagi ng Agusan Del Norte...""",tl,14.6272013,121.0521609, MNL | ILO,28800,Hong Kong,,"['yolandaph', 'signal', 'camiguin', 'misamis', 'oriental', 'natitirang', 'bahagi', 'agusan', 'del', 'norte']",
,'398218529880543232',1383748870,noelleorajay,@dost_pagasa dadaan b ng maynila ang  bagyong yolanda?,tl,14.63203745,121.04519882,,,,,"['dadaan', 'maynila', 'ang', 'bagyong', 'yolanda']",
,'398220058654040064',1383749235,essaaaw,@madzsp nag decide nako now nga dili. dugay sad au cla mu txt oi. dko gusto maabtan bagyo sa syudad bcn d na nuon ko kauli. study nlng ko ,tl,8.45467766,124.61761876,Philippines,,,,"['nag', 'decide', 'nako', 'nga', 'dili', 'dugay', 'sad', 'cla', 'txt', 'dko', 'gusto', 'maabtan', 'bagyo', 'syudad', 'bcn', 'nuon', 'kauli', 'study', 'nlng']",
,'398223471114604545',1383750048,IrMolina07,@Ghietrosecom: Thanks Bagyong Yolanda. :),tl,11.56675317,122.73359684,RXS | ILO | ABRA,-32400,Alaska,,"['thank', 'bagyong', 'yolanda']",
,'398225090204028928',1383750434,shahirabrose,Ipang gawas mga jacket and long sleeves dihaaa. #YolandaPH,tl,8.23199889,124.24974599,PILIPINAS,-32400,Alaska,,"['ipang', 'gawa', 'mga', 'jacket', 'long', 'sleeve', 'dihaaa', 'yolandaph']",
,'398226826486509569',1383750848,MikoooTheGreat,Dien na knu ang bagyo nga nwakal namon? Pakadtu na da sa balay niyu. Gna pnangita mo gd abi! Haha. Gnhawa na gani ka pinalayu napangta mo pa,tl,11.5870041,122.7311189,,28800,Hong Kong,,"['dien', 'knu', 'ang', 'bagyo', 'nga', 'nwakal', 'namon', 'pakadtu', 'balay', 'niyu', 'gna', 'pnangita', 'abi', 'haha', 'gnhawa', 'gani', 'pinalayu', 'napangta']",
,'398229084787855360',1383751387,ellendelmundo,Kamusta nman tong bagyong Yolanda? Kmusta na tong mga affected? God Bless them ,tl,7.10966787,125.62040863,"Davao City, Phil",-32400,Alaska,,"['kamusta', 'nman', 'tong', 'bagyong', 'yolanda', 'kmusta', 'tong', 'mga', 'affect', 'god', 'bles']",
,'398230120445390848',1383751634,miggyboy31,Let us all pray #YolandaPH,en,7.0695061,125.6130654,Davao City,-32400,Alaska,,"['let', 'pray', 'yolandaph']",
,'398232273662652416',1383752147,diaztashaaa,"gna hamon ninio si bagyong yolanda, HUMANDA DAW. HAHA",tl,8.4710059,124.6293054,,-7200,Mid-Atlantic,,"['gna', 'hamon', 'ninio', 'bagyong', 'yolanda', 'humanda', 'daw', 'haha']",
,'398233931641667584',1383752542,theeeeiiii,"Bagyo, hawa na bi.",tl,6.49867156,124.86230282,DVO,-32400,Alaska,,"['bagyo', 'hawa']",
,'398234600276631553',1383752702,hklorenzana,Good morning ! Lasapin sang init ng a raw. Mayamya ulan na SNA Di ako a but in ng ulan mamaya #YolandaPH,tl,14.3385463,121.0788525,Philippines,-32400,Alaska,,"['good', 'morning', 'lasapin', 'sing', 'init', 'raw', 'mayamya', 'ulan', 'sna', 'ako', 'ulan', 'mamaya', 'yolandaph']",
,'398235835385933824',1383752996,Jarvismith,God save the Philippines. #YolandaPh,en,14.6563257,121.0335866,"Quezon City, Philippines 1000",28800,Beijing,,"['god', 'save', 'philippines', 'yolandaph']",
,'398237066397356032',1383753290,setseretset,"@akosibob_ong: Be alert, PRAY and stay safe everyone. #YolandaPH",en,16.42229917,120.60284474,,28800,Beijing,,"['alert', 'pray', 'stay', 'safe', 'yolandaph']",
,'398238331991248896',1383753591,Arnel_Diamante,"Salubungin si Yolanda gamit ang inyong mga Shades!!!thanks Lord, it's a Sunny day!!!#sunnies http://t.co/Xdfg6Xih9N",en,10.325292,123.900474,,28800,Beijing,,"['salubungin', 'yolanda', 'gamit', 'ang', 'inyong', 'mga', 'shades!!!thank', 'lord', 'sunny', 'day!!!#sunnies']",
,'398239394391289856',1383753845,imyourjaymedina,I once dated someone from Catbalogan Samar who has been very good to me. I pray that Yolanda would spare them.,en,14.51034,121.03408,"T: 14.337015,121.05236",28800,Singapore,,"['date', 'catbalogan', 'samar', 'good', 'pray', 'yolanda', 'spare']",
,'398240984649039872',1383754224,sdenmart,Bakit andami nag aantay kay YOLANDA!? Wala na naman pasok. Ganun!! :p,tl,14.62409,121.16698,Antipolo City,-28800,Pacific Time (US & Canada),,"['bakit', 'andami', 'nag', 'aantay', 'kay', 'yolanda', 'wala', 'naman', 'pasok', 'ganun']",
,'398241911128858624',1383754445,callmederder,Yolanda!!! (at TeleTech Cebu Ops Area) [pic]  https://t.co/Hn1kpPl3r1,en,10.34384,123.91851,,,,,"['yolanda', 'teletech', 'cebu', 'ops', 'area', 'pic']",
,'398244230117593089',1383754998,thannellasca,"mas iniisip pa nila ang penalty sa enrollment kaysa sa bagyo. wag ganyan,please?",tl,13.6401691,123.1957028,"Naga City,Philippines",28800,Hong Kong,,"['mas', 'iniisip', 'nila', 'ang', 'penalty', 'enrollment', 'kaysa', 'bagyo', 'wag', 'ganyan']",
,'398247630628605952',1383755808,febdesales,Buas pa to ang bagyo excited?,tl,11.57013512,122.76870728,RXS | ILOILO,28800,Beijing,,"['buas', 'ang', 'bagyo', 'excited']",
,'398249667613310976',1383756294,TeacherGuiller,Talaga naman daming sakuna ...  #Yolanda stay ka na lang jan wag kana punta sa #philippines,tl,14.60860435,120.97772771,"Quezon City, Philippines",25200,Jakarta,,"['talaga', 'naman', 'dam', 'sakuna', 'yolanda', 'stay', 'lang', 'jan', 'wag', 'kana', 'punta', 'philippine']",
,'398251266683322369',1383756675,01pongcha09,SUPER TYPHOON YOLANDA! YOU ARE NOT WELCOME IN THE PHILIPPINES! PLEASE STAY AWAY!  :((,en,10.17495076,123.72073854,"Cebu, Philippines",,,,"['super', 'typhoon', 'yolanda', 'welcome', 'philippines', 'stay', 'away']",
,'398252353482027008',1383756934,GianTumalad,"@chicogarcia @DelamarArias @ChrisSchneider7 Kami dito sa Cebu handa na kay #Yolanda PH ! Bagyo lang 'yan, matitibay kaming mga Bisdak! :-))",tl,10.31567524,123.90451069,Cebu City,28800,Beijing,,"['kami', 'dito', 'cebu', 'handa', 'kay', 'yolanda', 'bagyo', 'lang', 'yan', 'matitibay', 'kam', 'mga', 'bisdak']",
,'398253712235184128',1383757258,UmaliChanelle,Udepoga yolanda palayo na to kapangsot sng ngalan mo,tl,10.66784627,122.97826715,"Bacolod City, Philippines",28800,Singapore,,"['udepoga', 'yolanda', 'palayo', 'kapangsot', 'sng', 'ngalan']",
,'398254705434169344',1383757495,JezGail,Closed for now. #gloomy #cold #typhoonPH #Yolanda @ azotea de maasin http://t.co/iQD6r0meIK,en,10.1323039,124.8257189,Philippines,28800,Singapore,,"['close', 'gloomy', 'cold', 'typhoonph', 'yolanda', 'azotea', 'maasin']",
,'398255505249808384',1383757686,Jamscey,Kanami gd ya satun no? Ga panganmuyo ta bagyo para wala klase. Pu wala ta na isip ang mga tawu nga mabudlayan tungod sini. Tsk,tl,10.70107985,122.56430513,Philippines ,-32400,Alaska,,"['kanami', 'satun', 'panganmuyo', 'bagyo', 'para', 'wala', 'klase', 'wala', 'isip', 'ang', 'mga', 'tawu', 'nga', 'mabudlayan', 'tungod', 'sini', 'tsk']",
,'398256511824048128',1383757926,LittleMissTeesa,Keep safe everyone! #YolandaPH,en,10.66750913,122.97731112,,-28800,Pacific Time (US & Canada),,"['safe', 'yolandaph']",
,'398257549918486528',1383758173,SwanSuico,@alburitoo BUT OUR SUPER TYPHOON PARTY? And our termi in sotto.  :/,en,10.3086681,123.8926183,"Cebu City, Philippines",-28800,Pacific Time (US & Canada),,"['super', 'typhoon', 'party', 'termi', 'sotto']",
,'398258631298121728',1383758431,17thRyan,Wai lami nga bagyo! ./.,tl,7.8262559,123.4394859,,,,,"['wai', 'lami', 'nga', 'bagyo']",
